id_feature_value;id_lang;value;
"2250";"1";"Tubo";
"2251";"1";"10 g";
"2252";"1";"Frasco";
"2253";"1";"240 ml";
"2254";"1";"Caja";
"2255";"1";"28 Comprimidos";
"2256";"1";"Caja";
"2257";"1";"20 Tabletas";
"2258";"1";"Caja";
"2259";"1";"28 Comprimidos";
"2260";"1";"Caja";
"2261";"1";"30 Tabletas";
"2262";"1";"Frasco";
"2263";"1";"10 ml";
"2264";"1";"Caja";
"2265";"1";"10 Tabletas";
"2266";"1";"Caja";
"2267";"1";"30 Cápsulas";
"2268";"1";"Caja";
"2269";"1";"60 Dosis";
"2270";"1";"Caja";
"2271";"1";"7 Cápsulas";
"2272";"1";"Frasco";
"2273";"1";"100 ml";
"2274";"1";"Frasco";
"2275";"1";"60 ml";
"2276";"1";"Frasco";
"2277";"1";"15 ml";
"2278";"1";"Frasco";
"2279";"1";"30 ml";
"2280";"1";"Frasco";
"2281";"1";"30 Tabletas";
"2282";"1";"Caja";
"2283";"1";"30 Tabletas Vaginales";
"2284";"1";"Frasco";
"2285";"1";"30 ml";
"2286";"1";"Frasco";
"2287";"1";"15 ml";
"2288";"1";"Caja";
"2289";"1";"120 ml";
"2290";"1";"Frasco";
"2291";"1";"60 g";
"2292";"1";"Frasco";
"2293";"1";"15 ml";
"2294";"1";"Caja";
"2295";"1";"30 Tabletas";
"2296";"1";"Frasco";
"2297";"1";"15 ml";
"2298";"1";"Tubo";
"2299";"1";"15 g";
"2300";"1";"Caja";
"2301";"1";"14 Tabletas";
"2302";"1";"Frasco";
"2303";"1";"10 ml";
"2304";"1";"Frasco";
"2305";"1";"5 ml";
"2306";"1";"Caja";
"2307";"1";"100 Tabletas";
"2308";"1";"Tubo";
"2309";"1";"15 g";
"2310";"1";"Caja";
"2311";"1";"10 Sobres";
"2312";"1";"Caja";
"2313";"1";"30 Tabletas";
"2314";"1";"Tubo";
"2315";"1";"10 g";
"2316";"1";"Caja";
"2317";"1";"15 Tabletas";
"2318";"1";"Caja";
"2319";"1";"1 Cápsula";
"2320";"1";"Caja";
"2321";"1";"10 Tabletas";
"2322";"1";"Caja";
"2323";"1";"10 Cápsulas";
"2324";"1";"Frasco";
"2325";"1";"60 ml";
"2326";"1";"Tubo";
"2327";"1";"30 g";
"2328";"1";"Caja";
"2329";"1";"20 Tabletas";
"2330";"1";"Frasco";
"2331";"1";"18 g";
"2332";"1";"Frasco";
"2333";"1";"20 ml";
"2334";"1";"Frasco";
"2335";"1";"10 ml";
"2336";"1";"Caja";
"2337";"1";"30 Comprimidos";
"2338";"1";"Caja";
"2339";"1";"10 Comprimidos";
"2340";"1";"Caja";
"2341";"1";"20 Tabletas";
"2342";"1";"Frasco";
"2343";"1";"100 Tabletas";
"2344";"1";"Caja";
"2345";"1";"10 Sobres";
"2346";"1";"Frasco";
"2347";"1";"30 ml";
"2348";"1";"Frasco";
"2349";"1";"30 ml";
"2350";"1";"Frasco";
"2351";"1";"30 ml";
"2352";"1";"Frasco";
"2353";"1";"30 ml";
"2354";"1";"Frasco";
"2355";"1";"100 Cápsulas";
"2356";"1";"Frasco";
"2357";"1";"30 ml";
"2358";"1";"Frasco";
"2359";"1";"30 Cápsulas";
"2360";"1";"Frasco";
"2361";"1";"30 ml";
"2362";"1";"Frasco";
"2363";"1";"30 ml";
"2364";"1";"Frasco";
"2365";"1";"30 ml";
"2366";"1";"Frasco";
"2367";"1";"50 Cápsulas";
"2368";"1";"Frasco";
"2369";"1";"50 Cápsulas";
"2370";"1";"Caja";
"2371";"1";"50 Cápsulas";
"2372";"1";"Frasco";
"2373";"1";"100 ml";
"2374";"1";"Frasco";
"2375";"1";"60 Cápsulas";
"2376";"1";"Frasco";
"2377";"1";"30 ml";
"2378";"1";"Frasco";
"2379";"1";"30 ml";
"2380";"1";"Frasco";
"2381";"1";"30 ml";
"2382";"1";"Frasco";
"2383";"1";"30 ml";
"2384";"1";"Caja";
"2385";"1";"30 Tabletas";
"2386";"1";"Caja";
"2387";"1";"20 gegeas";
"2388";"1";"Caja";
"2389";"1";"30 Cápsulas";
"2390";"1";"Caja";
"2391";"1";"3 Óvulos Vaginales";
"2392";"1";"Caja";
"2393";"1";"1 Tableta";
"2394";"1";"Frasco";
"2395";"1";"15 ml";
"2396";"1";"Frasco";
"2397";"1";"60 ml";
"2398";"1";"Frasco";
"2399";"1";"10 ml";
"2400";"1";"Caja";
"2401";"1";"20 Tabletas";
"2402";"1";"Caja";
"2403";"1";"28 Tabletas";
"2404";"1";"Frasco";
"2405";"1";"120 ml";
"2406";"1";"Frasco";
"2407";"1";"200 g";
"2408";"1";"Frasco";
"2409";"1";"80 ml";
"2410";"1";"Caja";
"2411";"1";"16 Tabletas";
"2412";"1";"Caja";
"2413";"1";"14 Tabletas";
"2414";"1";"Caja";
"2415";"1";"20 Tabletas";
"2416";"1";"Caja";
"2417";"1";"10 Tabletas";
"2418";"1";"Caja";
"2419";"1";"14 Tabletas";
"2420";"1";"Caja";
"2421";"1";"24 Cápsulas";
"2422";"1";"Caja";
"2423";"1";"250 Tabletas";
"2424";"1";"Caja";
"2425";"1";"10 Ampollas";
"2426";"1";"Caja";
"2427";"1";"20 Cápsulas";
"2428";"1";"Caja";
"2429";"1";"20 Tabletas";
"2430";"1";"Caja";
"2431";"1";"20 Tabletas";
"2432";"1";"Caja";
"2433";"1";"10 Tabletas";
"2434";"1";"Caja";
"2435";"1";"100 Tabletas";
"2436";"1";"Caja";
"2437";"1";"28 Tabletas";
"2438";"1";"Caja";
"2439";"1";"10 Tabletas";
"2440";"1";"Caja";
"2441";"1";"20 Tabletas";
"2442";"1";"Caja";
"2443";"1";"4 Tabletas";
"2444";"1";"Caja";
"2445";"1";"10 Tabletas";
"2446";"1";"Caja";
"2447";"1";"1 Ampolla";
"2448";"1";"Caja";
"2449";"1";"14 Tabletas";
"2450";"1";"Caja";
"2451";"1";"24 Cápsulas";
"2452";"1";"Frasco";
"2453";"1";"10 ml";
"2454";"1";"Frasco";
"2455";"1";"20 ml";
"2456";"1";"Caja";
"2457";"1";"30 Tabletas";
"2458";"1";"Caja";
"2459";"1";"250 Tabletas";
"2460";"1";"Caja";
"2461";"1";"50 Tabletas";
"2462";"1";"Caja";
"2463";"1";"10 Sobres";
"2464";"1";"Caja";
"2465";"1";"14 Tabletas";
"2466";"1";"Caja";
"2467";"1";"28 Sobres";
"2468";"1";"Caja";
"2469";"1";"30 Cápsulas";
"2470";"1";"Caja";
"2471";"1";"14 Tabletas";
"2472";"1";"Caja";
"2473";"1";"30 Tabletas";
"2474";"1";"Caja";
"2475";"1";"100 Ampollas";
"2476";"1";"Frasco";
"2477";"1";"120 ml";
"2478";"1";"Caja";
"2479";"1";"10 Sobres";
"2480";"1";"Caja";
"2481";"1";"10 Tabletas";
"2482";"1";"Caja";
"2483";"1";"100 Graceas";
"2484";"1";"Caja";
"2485";"1";"10 Cápsulas";
"2486";"1";"Caja";
"2487";"1";"20 Tabletas";
"2488";"1";"Caja";
"2489";"1";"20 Tabletas";
"2490";"1";"Caja";
"2491";"1";"28 Tabletas";
"2492";"1";"Caja";
"2493";"1";"24 Tabletas";
"2494";"1";"Tubo";
"2495";"1";"40 g";
"2496";"1";"Tubo";
"2497";"1";"20 g";
"2498";"1";"Tubo";
"2499";"1";"50 g";
"2500";"1";"Caja";
"2501";"1";"20 Tabletas";
"2502";"1";"Caja";
"2503";"1";"30 Cápsulas";
"2504";"1";"Caja";
"2505";"1";"14 Comprimidos";
"2506";"1";"Caja";
"2507";"1";"2 Tabletas";
"2508";"1";"Frasco";
"2509";"1";"15 ml";
"2510";"1";"Caja";
"2511";"1";"10 Cápsulas";
"2512";"1";"Tubo";
"2513";"1";"30 g";
"2514";"1";"Tubo";
"2515";"1";"20 g";
"2516";"1";"Frasco";
"2517";"1";"120 ml";
"2518";"1";"Frasco";
"2519";"1";"10 ml";
"2520";"1";"Caja";
"2521";"1";"30 Tabletas";
"2522";"1";"Caja";
"2523";"1";"3 Ampollas";
"2524";"1";"Caja";
"2525";"1";"14 Tabletas";
"2526";"1";"Caja";
"2527";"1";"20 Tabletas";
"2528";"1";"Caja";
"2529";"1";"30 Tabletas";
"2530";"1";"Caja";
"2531";"1";"10 Tabletas";
"2532";"1";"Frasco";
"2533";"1";"60 ml";
"2534";"1";"Frasco";
"2535";"1";"60 ml";
"2536";"1";"Caja";
"2537";"1";"100 Tabletas";
"2538";"1";"Tubo";
"2539";"1";"10 g";
"2540";"1";"Frasco";
"2541";"1";"140 ml";
"2542";"1";"Caja";
"2543";"1";"12 Tabletas";
"2544";"1";"Caja";
"2545";"1";"20 Comprimidos";
"2546";"1";"Frasco";
"2547";"1";"15 ml";
"2548";"1";"Caja";
"2549";"1";"28 Tabletas";
"2550";"1";"Caja";
"2551";"1";"10 Cápsulas";
"2552";"1";"Frasco";
"2553";"1";"60 ml";
"2554";"1";"Frasco";
"2555";"1";"15 ml";
"2556";"1";"Frasco";
"2557";"1";"5 ml";
"2558";"1";"Caja";
"2559";"1";"30 Cápsulas";
"2560";"1";"Frasco";
"2561";"1";"50 ml";
"2562";"1";"Caja";
"2563";"1";"10 Cápsulas";
"2564";"1";"Caja";
"2565";"1";"10 Comprimidos";
"2566";"1";"Caja";
"2567";"1";"25 Sobres";
"2568";"1";"Frasco";
"2569";"1";"120 ml";
"2570";"1";"Frasco";
"2571";"1";"18 g";
"2572";"1";"Caja";
"2573";"1";"10 Cápsulas";
"2574";"1";"Caja";
"2575";"1";"252 Tabletas";
"2576";"1";"Caja";
"2577";"1";"50 Tabletas";
"2578";"1";"Caja";
"2579";"1";"30 Tabletas";
"2580";"1";"Caja";
"2581";"1";"30 Graceas";
"2582";"1";"Caja";
"2583";"1";"30 Sobres";
"2584";"1";"Caja";
"2585";"1";"10 Comprimidos";
"2586";"1";"Caja";
"2587";"1";"30 Tabletas";
"2588";"1";"Caja";
"2589";"1";"24 Cápsulas";
"2590";"1";"Caja";
"2591";"1";"10 Tabletas";
"2592";"1";"Caja";
"2593";"1";"30 Cápsulas";
"2594";"1";"Caja";
"2595";"1";"30 Cápsulas";
"2596";"1";"Frasco";
"2597";"1";"200 Dosis";
"2598";"1";"Caja";
"2599";"1";"10 Tabletas";
"2600";"1";"Frasco";
"2601";"1";"3 ml";
"2602";"1";"Caja";
"2603";"1";"100 Cápsulas";
"2604";"1";"Caja";
"2605";"1";"15 Cápsulas";
"2606";"1";"Caja";
"2607";"1";"30 Cápsulas";
"2608";"1";"Frasco";
"2609";"1";"100 ml";
"2610";"1";"Frasco";
"2611";"1";"60 ml";
"2612";"1";"Caja";
"2613";"1";"14 Comprimidos";
"2614";"1";"Caja";
"2615";"1";"10 Tabletas";
"2616";"1";"Frasco";
"2617";"1";"60 Dosis";
"2618";"1";"Caja";
"2619";"1";"14 Sobre";
"2620";"1";"Caja";
"2621";"1";"20 Tabletas";
"2622";"1";"Caja";
"2623";"1";"20 Tabletas";
"2624";"1";"Caja";
"2625";"1";"10 Tabletas";
"2626";"1";"Caja";
"2627";"1";"16 Tabletas";
"2628";"1";"Caja";
"2629";"1";"28 Tabletas";
"2630";"1";"Caja";
"2631";"1";"4 Tabletas";
"2632";"1";"Caja";
"2633";"1";"14 Tabletas";
"2634";"1";"Caja";
"2635";"1";"30 Tabletas";
"2636";"1";"Caja";
"2637";"1";"1 Comprimido";
"2638";"1";"Caja";
"2639";"1";"10 Cápsulas";
"2640";"1";"Caja";
"2641";"1";"30 Cápsulas";
"2642";"1";"Caja";
"2643";"1";"1 Ampolla";
"2644";"1";"Frasco";
"2645";"1";"5 ml";
"2646";"1";"Frasco";
"2647";"1";"120 ml";
"2648";"1";"Caja";
"2649";"1";"6 Tabletas";
"2650";"1";"Caja";
"2651";"1";"28 Tabletas";
"2652";"1";"Frasco";
"2653";"1";"15 ml";
"2654";"1";"Caja";
"2655";"1";"10 Tabletas";
"2656";"1";"Frasco";
"2657";"1";"5 ml";
"2658";"1";"Tubo";
"2659";"1";"15 g";
"2660";"1";"Caja";
"2661";"1";"14 Tabletas";
"2662";"1";"Caja";
"2663";"1";"10 Comprimidos";
"2664";"1";"Frasco";
"2665";"1";"100 ml";
"2666";"1";"Caja";
"2667";"1";"30 Tabletas";
"2668";"1";"Tubo";
"2669";"1";"30 g";
"2670";"1";"Caja";
"2671";"1";"20 Tabletas";
"2672";"1";"Caja";
"2673";"1";"30 Tabletas";
"2674";"1";"Caja";
"2675";"1";"12 Tabletas";
"2676";"1";"Caja";
"2677";"1";"10 Comprimidos";
"2678";"1";"Caja";
"2679";"1";"20 Tabletas";
"2680";"1";"Caja";
"2681";"1";"25 Tabletas";
"2682";"1";"Caja";
"2683";"1";"10 Tabletas";
"2684";"1";"Frasco";
"2685";"1";"30 ml";
"2686";"1";"Caja";
"2687";"1";"60 Tabletas";
"2688";"1";"Caja";
"2689";"1";"1 Jeringa Prellenada";
"2690";"1";"Caja";
"2691";"1";"14 Tabletas";
"2692";"1";"Frasco";
"2693";"1";"120 ml";
"2694";"1";"Caja";
"2695";"1";"30 Comprimidos";
"2696";"1";"Caja";
"2697";"1";"28 Tabletas";
"2698";"1";"Caja";
"2699";"1";"10 Tabletas";
"2700";"1";"Frasco";
"2701";"1";"15 ml";
"2702";"1";"Caja";
"2703";"1";"20 Tabletas";
"2704";"1";"Caja";
"2705";"1";"10 Ampollas";
"2706";"1";"Caja";
"2707";"1";"20 Tabletas";
"2708";"1";"Caja";
"2709";"1";"3O Cápsulas";
"2710";"1";"Caja";
"2711";"1";"20 Cápsulas";
"2712";"1";"Caja";
"2713";"1";"30 Tabletas";
"2714";"1";"Frasco";
"2715";"1";"10 ml";
"2716";"1";"Caja";
"2717";"1";"30 Cápsulas";
"2718";"1";"Caja";
"2719";"1";"28 Comprimidos";
"2720";"1";"Caja";
"2721";"1";"30 Tabletas";
"2722";"1";"Frasco";
"2723";"1";"60 ml";
"2724";"1";"Frasco";
"2725";"1";"140 ml";
"2726";"1";"Caja";
"2727";"1";"30 Tabletas";
"2728";"1";"Caja";
"2729";"1";"20 Graceas";
"2730";"1";"Tubo";
"2731";"1";"15 g";
"2732";"1";"Tubo";
"2733";"1";"30 g";
"2734";"1";"Frasco";
"2735";"1";"60 ml";
"2736";"1";"Caja";
"2737";"1";"28 Comprimidos";
"2738";"1";"Caja";
"2739";"1";"10 Tabletas";
"2740";"1";"Frasco";
"2741";"1";"80 ml";
"2742";"1";"Caja";
"2743";"1";"30 Graceas";
"2744";"1";"Caja";
"2745";"1";"30 Cápsulas";
"2746";"1";"Tubo";
"2747";"1";"60 g";
"2748";"1";"Frasco";
"2749";"1";"120 Dosis";
"2750";"1";"Frasco";
"2751";"1";"5 ml";
"2752";"1";"Frasco";
"2753";"1";"5 ml";
"2754";"1";"Caja";
"2755";"1";"3 Óvulos Vaginales";
"2756";"1";"Caja";
"2757";"1";"10 Tabletas";
"2758";"1";"Caja";
"2759";"1";"30 Comprimidos";
"2760";"1";"Caja";
"2761";"1";"15 Tabletas";
"2762";"1";"Frasco";
"2763";"1";"60 ml";
"2764";"1";"Caja";
"2765";"1";"10 Comprimidos";
"2766";"1";"Caja";
"2767";"1";"30 Tabletas";
"2768";"1";"Caja";
"2769";"1";"14 Comprimidos";
"2770";"1";"Caja";
"2771";"1";"1 Ampolla";
"2772";"1";"Caja";
"2773";"1";"8 Ampollas";
"2774";"1";"Caja";
"2775";"1";"20 Cápsulas";
"2776";"1";"Caja";
"2777";"1";"12 Tabletas";
"2778";"1";"Caja";
"2779";"1";"30 Tabletas";
"2780";"1";"Frasco";
"2781";"1";"5 ml";
"2782";"1";"Frasco";
"2783";"1";"15 ml";
"2784";"1";"Caja";
"2785";"1";"14 Cápsulas";
"2786";"1";"Caja";
"2787";"1";"30 Tabletas";
"2788";"1";"Frasco";
"2789";"1";"30 ml";
"2790";"1";"Caja";
"2791";"1";"3 Tabletas";
"2792";"1";"Frasco";
"2793";"1";"240 ml";
"2794";"1";"Caja";
"2795";"1";"50 Cápsulas";
"2796";"1";"Frasco";
"2797";"1";"80 ml";
"2798";"1";"Frasco";
"2799";"1";"60 ml";
"2800";"1";"Caja";
"2801";"1";"5 Ampollas";
"2802";"1";"Frasco";
"2803";"1";"5 ml";
"2804";"1";"Caja";
"2805";"1";"10 Tabletas";
"2806";"1";"Frasco";
"2807";"1";"30 ml";
"2808";"1";"Caja";
"2809";"1";"50 Tabletas";
"2810";"1";"Caja";
"2811";"1";"10 Cápsulas";
"2812";"1";"Caja";
"2813";"1";"10 Aplicadores";
"2814";"1";"Caja";
"2815";"1";"5 Ampollas";
"2816";"1";"Caja";
"2817";"1";"50 Tabletas";
"2818";"1";"Frasco";
"2819";"1";"70 ml";
"2820";"1";"Tubo";
"2821";"1";"60 g";
"2822";"1";"Caja";
"2823";"1";"50 Tabletas";
"2824";"1";"Tubo";
"2825";"1";"30 g";
"2826";"1";"Caja";
"2827";"1";"53 Tabletas";
"2828";"1";"Caja";
"2829";"1";"15 Sobres";
"2830";"1";"Frasco";
"2831";"1";"300 g";
"2832";"1";"Frasco";
"2833";"1";"100 ml";
"2834";"1";"Frasco";
"2835";"1";"120 ml";
"2836";"1";"Frasco";
"2837";"1";"30 ml";
"2838";"1";"Frasco";
"2839";"1";"60 ml";
"2840";"1";"Frasco";
"2841";"1";"60 ml";
"2842";"1";"Frasco";
"2843";"1";"120 ml";
"2844";"1";"Frasco";
"2845";"1";"60 ml";
"2846";"1";"Caja";
"2847";"1";"84 Tabletas";
"2848";"1";"Caja";
"2849";"1";"1 Ampolla";
"2850";"1";"Caja";
"2851";"1";"20 Tabletas";
"2852";"1";"Caja";
"2853";"1";"250 Tabletas";
"2854";"1";"Frasco";
"2855";"1";"5 ml";
"2856";"1";"Caja";
"2857";"1";"7 Cápsulas";
"2858";"1";"Caja";
"2859";"1";"1 Ampolla";
"2860";"1";"Caja";
"2861";"1";"140 Dosis";
"2862";"1";"Caja";
"2863";"1";"20 Tabletas";
"2864";"1";"Caja";
"2865";"1";"30 Cápsulas";
"2866";"1";"Caja";
"2867";"1";"15 Cápsulas";
"2868";"1";"Caja";
"2869";"1";"60 Cápsulas";
"2870";"1";"Caja";
"2871";"1";"10 Tabletas";
"2872";"1";"Caja";
"2873";"1";"20 Tabletas";
"2874";"1";"Caja";
"2875";"1";"10 Viales";
"2876";"1";"Tubo";
"2877";"1";"15 g";
"2878";"1";"Caja";
"2879";"1";"28 Tabletas";
"2880";"1";"Caja";
"2881";"1";"30 Cápsulas";
"2882";"1";"Tubo";
"2883";"1";"40 g";
"2884";"1";"Caja";
"2885";"1";"20 Tabletas";
"2886";"1";"Caja";
"2887";"1";"10 Comprimidos";
"2888";"1";"Caja";
"2889";"1";"10 Tabletas";
"2890";"1";"Caja";
"2891";"1";"20 Tabletas";
"2892";"1";"Tubo";
"2893";"1";"15 g";
"2894";"1";"Caja";
"2895";"1";"10 Tabletas";
"2896";"1";"Caja";
"2897";"1";"30 Tabletas";
"2898";"1";"Caja";
"2899";"1";"20 Cápsulas";
"2900";"1";"Caja";
"2901";"1";"10 Cápsulas";
"2902";"1";"Caja";
"2903";"1";"30 Tabletas";
"2904";"1";"Caja";
"2905";"1";"20 Tabletas";
"2906";"1";"Caja";
"2907";"1";"30 Tabletas";
"2908";"1";"Caja";
"2909";"1";"5 Aplicadores";
"2910";"1";"Frasco";
"2911";"1";"15 ml";
"2912";"1";"Caja";
"2913";"1";"30 Tabletas";
"2914";"1";"Caja";
"2915";"1";"2 Comprimidos";
"2916";"1";"Caja";
"2917";"1";"20 Tabletas";
"2918";"1";"Caja";
"2919";"1";"10 Comprimidos";
"2920";"1";"Caja";
"2921";"1";"20 Tabletas";
"2922";"1";"Caja";
"2923";"1";"20 Comprimidos";
"2924";"1";"Caja";
"2925";"1";"10 Comprimidos";
"2926";"1";"Caja";
"2927";"1";"10 Tabletas";
"2928";"1";"Tubo";
"2929";"1";"30 g";
"2930";"1";"Caja";
"2931";"1";"10 Tabletas";
"2932";"1";"Caja";
"2933";"1";"20 Comprimidos";
"2934";"1";"Caja";
"2935";"1";"16 Cápsulas";
"2936";"1";"Frasco";
"2937";"1";"15 ml";
"2938";"1";"Caja";
"2939";"1";"30 Graceas";
"2940";"1";"Frasco";
"2941";"1";"120 ml";
"2942";"1";"Caja";
"2943";"1";"30 Cápsulas";
"2944";"1";"Caja";
"2945";"1";"22 Comprimidos";
"2946";"1";"Caja";
"2947";"1";"40 Comprimidos";
"2948";"1";"Caja";
"2949";"1";"10 Tabletas";
"2950";"1";"Tubo";
"2951";"1";"15 g";
"2952";"1";"Caja";
"2953";"1";"20 Tabletas";
"2954";"1";"Caja";
"2955";"1";"16 Cápsulas";
"2956";"1";"Caja";
"2957";"1";"30 Cápsulas";
"2958";"1";"Caja";
"2959";"1";"30 Tabletas";
"2960";"1";"Caja";
"2961";"1";"4 Tabletas";
"2962";"1";"Caja";
"2963";"1";"30 Cápsulas";
"2964";"1";"Caja";
"2965";"1";"10 Tabletas";
"2966";"1";"Caja";
"2967";"1";"120 ml";
"2968";"1";"Caja";
"2969";"1";"10 Tabletas";
"2970";"1";"Caja";
"2971";"1";"21 Tabletas";
"2972";"1";"Caja";
"2973";"1";"10 Tabletas";
"2974";"1";"Frasco";
"2975";"1";"120 ml";
"2976";"1";"Frasco";
"2977";"1";"120 Dosis";
"2978";"1";"Caja";
"2979";"1";"30 Tabletas";
"2980";"1";"Caja";
"2981";"1";"20 Sobres";
"2982";"1";"Frasco";
"2983";"1";"120 ml";
"2984";"1";"Frasco";
"2985";"1";"60 ml";
"2986";"1";"Frasco";
"2987";"1";"180 ml";
"2988";"1";"Frasco";
"2989";"1";"180 ml";
"2990";"1";"Frasco";
"2991";"1";"100 ml";
"2992";"1";"Frasco";
"2993";"1";"120 ml";
"2994";"1";"Frasco";
"2995";"1";"300 g";
"2996";"1";"Caja";
"2997";"1";"10 Tabletas";
"2998";"1";"Caja";
"2999";"1";"14 Tabletas";
"3000";"1";"Caja";
"3001";"1";"3 Óvulos Vaginales";
"3002";"1";"Caja";
"3003";"1";"10 Tabletas";
"3004";"1";"Caja";
"3005";"1";"10 Sobres";
"3006";"1";"Caja";
"3007";"1";"28 Tabletas";
"3008";"1";"Caja";
"3009";"1";"14 Tabletas";
"3010";"1";"Caja";
"3011";"1";"20 Cápsulas";
"3012";"1";"Caja";
"3013";"1";"30 Cápsulas";
"3014";"1";"Caja";
"3015";"1";"10 Tabletas";
"3016";"1";"Caja";
"3017";"1";"14 Tabletas";
"3018";"1";"Caja";
"3019";"1";"14 Tabletas";
"3020";"1";"Caja";
"3021";"1";"30 Tabletas";
"3022";"1";"Caja";
"3023";"1";"20 Tabletas";
"3024";"1";"Caja";
"3025";"1";"30 Tabletas";
"3026";"1";"Caja";
"3027";"1";"30 Tabletas";
"3028";"1";"Caja";
"3029";"1";"2 Tabletas";
"3030";"1";"Tubo";
"3031";"1";"40 g";
"3032";"1";"Caja";
"3033";"1";"28 Tabletas";
"3034";"1";"Caja";
"3035";"1";"30 Cápsulas";
"3036";"1";"Caja";
"3037";"1";"20 Tabletas";
"3038";"1";"Caja";
"3039";"1";"10 Tabletas";
"3040";"1";"Caja";
"3041";"1";"30 Tabletas";
"3042";"1";"Caja";
"3043";"1";"12 Cápsulas";
"3044";"1";"Caja";
"3045";"1";"10 Tabletas";
"3046";"1";"Caja";
"3047";"1";"100 Tabletas";
"3048";"1";"Caja";
"3049";"1";"30 Tabletas";
"3050";"1";"Frasco";
"3051";"1";"6 ml";
"3052";"1";"Caja";
"3053";"1";"14 Tabletas";
"3054";"1";"Caja";
"3055";"1";"2 Tabletas";
"3056";"1";"Caja";
"3057";"1";"30 Tabletas";
"3058";"1";"Caja";
"3059";"1";"10 Tabletas";
"3060";"1";"Caja";
"3061";"1";"10 Tabletas";
"3062";"1";"Caja";
"3063";"1";"14 Cápsulas";
"3064";"1";"Caja";
"3065";"1";"20 Tabletas";
"3066";"1";"Caja";
"3067";"1";"30 Tabletas";
"3068";"1";"Caja";
"3069";"1";"20 Tabletas";
"3070";"1";"Caja";
"3071";"1";"15 Tabletas";
"3072";"1";"Frasco";
"3073";"1";"250 g";
"3074";"1";"Caja";
"3075";"1";"60 Cápsulas";
"3076";"1";"Caja";
"3077";"1";"10 Sobres";
"3078";"1";"Frasco";
"3079";"1";"60 ml";
"3080";"1";"Frasco";
"3081";"1";"90 ml";
"3082";"1";"Frasco";
"3083";"1";"120 ml";
"3084";"1";"Caja";
"3085";"1";"100 Tabletas";
"3086";"1";"Caja";
"3087";"1";"20 Sobres";
"3088";"1";"Caja";
"3089";"1";"28 Cápsulas";
"3090";"1";"Caja";
"3091";"1";"28 Tabletas";
"3092";"1";"Caja";
"3093";"1";"30 Comprimidos";
"3094";"1";"Caja";
"3095";"1";"30 Comprimidos";
"3096";"1";"Frasco";
"3097";"1";"60 ml";
"3098";"1";"Tubo";
"3099";"1";"50 g";
"3100";"1";"Frasco";
"3101";"1";"60 ml";
"3102";"1";"Tubo";
"3103";"1";"30 g";
"3104";"1";"Tubo";
"3105";"1";"20 g";
"3106";"1";"Caja";
"3107";"1";"50 Cápsulas";
"3108";"1";"Frasco";
"3109";"1";"200 Dosis";
"3110";"1";"Caja";
"3111";"1";"50 Tabletas";
"3112";"1";"Caja";
"3113";"1";"30 Tabletas";
"3114";"1";"Caja";
"3115";"1";"20 Tabletas";
"3116";"1";"Frasco";
"3117";"1";"5 ml";
"3118";"1";"Caja";
"3119";"1";"20 Cápsulas";
"3120";"1";"Caja";
"3121";"1";"10 Tabletas";
"3122";"1";"Caja";
"3123";"1";"10 Tabletas";
"3124";"1";"Caja";
"3125";"1";"14 Tabletas";
"3126";"1";"Caja";
"3127";"1";"10 Tabletas";
"3128";"1";"Caja";
"3129";"1";"30 Tabletas";
"3130";"1";"Caja";
"3131";"1";"10 Tabletas";
"3132";"1";"Caja";
"3133";"1";"30 Tabletas";
"3134";"1";"Caja";
"3135";"1";"20 Tabletas";
"3136";"1";"Caja";
"3137";"1";"30 Tabletas";
"3138";"1";"Caja";
"3139";"1";"30 Tabletas";
"3140";"1";"Caja";
"3141";"1";"15 Comprimidos";
"3142";"1";"Caja";
"3143";"1";"1 Ampolla";
"3144";"1";"Frasco";
"3145";"1";"120 ml";
"3146";"1";"Caja";
"3147";"1";"10 Sobres";
"3148";"1";"Caja";
"3149";"1";"20 Tabletas";
"3150";"1";"Caja";
"3151";"1";"32 Cápsulas";
"3152";"1";"Frasco";
"3153";"1";"120 ml";
"3154";"1";"Caja";
"3155";"1";"30 Sobres";
"3156";"1";"Caja";
"3157";"1";"100 Tabletas";
"3158";"1";"Caja";
"3159";"1";"100 Tabletas";
"3160";"1";"Frasco";
"3161";"1";"360 ml";
"3162";"1";"Frasco";
"3163";"1";"900 mg";
"3164";"1";"Frasco";
"3165";"1";"30 ml";
"3166";"1";"Caja";
"3167";"1";"100 Tabletas";
"3168";"1";"Caja";
"3169";"1";"14 Tabletas";
"3170";"1";"Caja";
"3171";"1";"10 Comprimidos";
"3172";"1";"Caja";
"3173";"1";"12 Cápsulas";
"3174";"1";"Caja";
"3175";"1";"30 Cápsulas";
"3176";"1";"Frasco";
"3177";"1";"5 ml";
"3178";"1";"Caja";
"3179";"1";"2 Sobres";
"3180";"1";"Caja";
"3181";"1";"3 Sobres";
"3182";"1";"Frasco";
"3183";"1";"5 ml";
"3184";"1";"Caja";
"3185";"1";"8 Tabletas";
"3186";"1";"Caja";
"3187";"1";"21 Cápsulas";
"3188";"1";"Caja";
"3189";"1";"14 Tabletas";
"3190";"1";"Caja";
"3191";"1";"10 Tabletas";
"3192";"1";"Caja";
"3193";"1";"30 Cápsulas";
"3194";"1";"Frasco";
"3195";"1";"5 ml";
"3196";"1";"Caja";
