id_order_detail;id_order;id_order_invoice;id_warehouse;id_shop;product_id;product_attribute_id;product_name;product_quantity;product_quantity_in_stock;product_quantity_refunded;product_quantity_return;product_quantity_reinjected;product_price;reduction_percent;reduction_amount;reduction_amount_tax_incl;reduction_amount_tax_excl;group_reduction;product_quantity_discount;product_ean13;product_upc;product_reference;product_supplier_reference;product_weight;tax_computation_method;tax_name;tax_rate;ecotax;ecotax_tax_rate;discount_quantity_applied;download_hash;download_nb;download_deadline;total_price_tax_incl;total_price_tax_excl;unit_price_tax_incl;unit_price_tax_excl;total_shipping_price_tax_incl;total_shipping_price_tax_excl;purchase_supplier_price;original_product_price;
"156";"111";"79";"0";"1";"2882";"0";"FIXAMICIN GOTAS ÓTICAS";"1";"1";"0";"0";"0";"14300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057013158";"29033";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"14300.000000";"14300.000000";"14300.000000";"14300.000000";"0.000000";"0.000000";"0.000000";"14300.000000";
"157";"112";"80";"0";"1";"2446";"0";"B CORT 50MCG";"1";"1";"0";"0";"0";"114900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7701047110372";"161290";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"114900.000000";"114900.000000";"114900.000000";"114900.000000";"0.000000";"0.000000";"0.000000";"114900.000000";
"158";"113";"81";"0";"1";"565";"0";"TIAZOMET S TABLETA 10 MG/20 MG";"1";"1";"0";"0";"0";"142700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7705323242122";"748688";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"142700.000000";"142700.000000";"142700.000000";"142700.000000";"0.000000";"0.000000";"118907.370000";"142700.000000";
"159";"113";"81";"0";"1";"3137";"0";"COLCHIMEDIO BUSSIE 0,5 MG";"1";"1";"0";"0";"0";"27000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702195333323";"18227";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"27000.000000";"27000.000000";"27000.000000";"27000.000000";"0.000000";"0.000000";"0.000000";"27000.000000";
"160";"114";"82";"0";"1";"4453";"0";"ARTRITES GEL 50MG";"1";"1";"0";"0";"0";"36800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707355052045";"104973";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"36800.000000";"36800.000000";"36800.000000";"36800.000000";"0.000000";"0.000000";"0.000000";"36800.000000";
"161";"114";"82";"0";"1";"4686";"0";"MEDROL 16 MG";"1";"1";"0";"0";"0";"81000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"300090073275";"69271";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"81000.000000";"81000.000000";"81000.000000";"81000.000000";"0.000000";"0.000000";"0.000000";"81000.000000";
"162";"115";"83";"0";"1";"4808";"0";"CEFABAY 500 MG";"1";"1";"0";"0";"0";"72800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7415100400262";"837984";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"72800.000000";"72800.000000";"72800.000000";"72800.000000";"0.000000";"0.000000";"0.000000";"72800.000000";
"163";"115";"83";"0";"1";"4934";"0";"DÚO-DECADRON 1ML 8+2MG";"1";"1";"0";"0";"0";"23200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057010317";"655374";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"23200.000000";"23200.000000";"23200.000000";"23200.000000";"0.000000";"0.000000";"0.000000";"23200.000000";
"164";"116";"84";"0";"1";"244";"0";"ESPIDIFEN TAB 600 MG";"1";"1";"0";"0";"0";"40100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703445150127";"920945";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"40100.000000";"40100.000000";"40100.000000";"40100.000000";"0.000000";"0.000000";"0.000000";"40100.000000";
"165";"117";"85";"0";"1";"6334";"0";"MOSAMET 5";"1";"1";"0";"0";"0";"66000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7705323253111";"";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"66000.000000";"66000.000000";"66000.000000";"66000.000000";"0.000000";"0.000000";"55000.000000";"66000.000000";
"166";"118";"86";"0";"1";"4775";"0";"CICADERM CREMA CICATRIZANTE";"1";"1";"0";"0";"0";"30200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707173600091";"173385";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"30200.000000";"30200.000000";"30200.000000";"30200.000000";"0.000000";"0.000000";"25140.000000";"30200.000000";
"167";"118";"86";"0";"1";"4934";"0";"DÚO-DECADRON 1ML 8+2MG";"2";"2";"0";"0";"0";"23200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057010317";"655374";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"46400.000000";"46400.000000";"23200.000000";"23200.000000";"0.000000";"0.000000";"0.000000";"23200.000000";
"168";"119";"87";"0";"1";"462";"0";"BRILINTA 90 MG";"2";"2";"0";"0";"0";"108300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7896206405502";"925003";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"216600.000000";"216600.000000";"108300.000000";"108300.000000";"0.000000";"0.000000";"111534.740000";"108300.000000";
"169";"120";"88";"0";"1";"1549";"0";"VALYC TABLETAS 500 MG";"2";"2";"0";"0";"0";"93600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702605107599";"921129";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"187200.000000";"187200.000000";"93600.000000";"93600.000000";"0.000000";"0.000000";"0.000000";"93600.000000";
"170";"121";"89";"0";"1";"2157";"0";"EPTAVIS NIÑOS GRANULADO 1GR";"1";"1";"0";"0";"0";"63600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057019716";"458085";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"63600.000000";"63600.000000";"63600.000000";"63600.000000";"0.000000";"0.000000";"0.000000";"63600.000000";
"171";"122";"90";"0";"1";"2677";"0";"FERROPROTINA 40MG";"1";"1";"0";"0";"0";"67200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"8470006568231";"897289";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"67200.000000";"67200.000000";"67200.000000";"67200.000000";"0.000000";"0.000000";"0.000000";"67200.000000";
"172";"123";"91";"0";"1";"1330";"0";"TIZAFEN";"1";"1";"0";"0";"0";"58600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707355052663";"363979";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"58600.000000";"58600.000000";"58600.000000";"58600.000000";"0.000000";"0.000000";"0.000000";"58600.000000";
"173";"123";"91";"0";"1";"4453";"0";"ARTRITES GEL 50MG";"1";"1";"0";"0";"0";"36800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707355052045";"104973";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"36800.000000";"36800.000000";"36800.000000";"36800.000000";"0.000000";"0.000000";"0.000000";"36800.000000";
"174";"124";"92";"0";"1";"2890";"0";"FLUCONAZOL GENFAR 150 MG";"3";"3";"0";"0";"0";"2700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702605102143";"383725";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"8100.000000";"8100.000000";"2700.000000";"2700.000000";"0.000000";"0.000000";"0.000000";"2700.000000";
"175";"124";"92";"0";"1";"5167";"0";"AZITROMICINA GENFAR";"2";"2";"0";"0";"0";"8800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702605100491";"383426";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"17600.000000";"17600.000000";"8800.000000";"8800.000000";"0.000000";"0.000000";"0.000000";"8800.000000";
"176";"125";"93";"0";"1";"1062";"0";"VERATAD CÁPSULAS 240 MG";"1";"1";"0";"0";"0";"41600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702207496213";"102444";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"41600.000000";"41600.000000";"41600.000000";"41600.000000";"0.000000";"0.000000";"0.000000";"41600.000000";
"177";"126";"94";"0";"1";"1922";"0";"MONOVEL 0.1%";"1";"1";"0";"0";"0";"64000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702502255003";"129793";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"64000.000000";"64000.000000";"64000.000000";"64000.000000";"0.000000";"0.000000";"0.000000";"64000.000000";
"178";"126";"94";"0";"1";"3828";"0";"UMBRELLA WATER PROOF KIDS";"1";"1";"0";"0";"0";"59300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703281007104";"458188";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"59300.000000";"59300.000000";"59300.000000";"59300.000000";"0.000000";"0.000000";"49348.460000";"59300.000000";
"179";"127";"95";"0";"1";"1922";"0";"MONOVEL 0.1%";"1";"1";"0";"0";"0";"64000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702502255003";"129793";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"64000.000000";"64000.000000";"64000.000000";"64000.000000";"0.000000";"0.000000";"0.000000";"64000.000000";
"180";"127";"95";"0";"1";"3828";"0";"UMBRELLA WATER PROOF KIDS";"1";"1";"0";"0";"0";"59300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703281007104";"458188";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"68788.000000";"59300.000000";"68788.000000";"59300.000000";"0.000000";"0.000000";"49348.460000";"59300.000000";
"181";"128";"96";"0";"1";"761";"0";"NOGINOX CREMA VAGINAL 1%";"1";"1";"0";"0";"0";"48900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703763390717";"210669";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"48900.000000";"48900.000000";"48900.000000";"48900.000000";"0.000000";"0.000000";"0.000000";"48900.000000";
"182";"129";"97";"0";"1";"1391";"0";"NODIK SUSPENSIÓN 100 MG/5 ML 2 G";"1";"1";"0";"0";"0";"34200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7502007576210";"652281";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"34200.000000";"34200.000000";"34200.000000";"34200.000000";"0.000000";"0.000000";"0.000000";"34200.000000";
"183";"130";"98";"0";"1";"4860";"0";"DOLEX FORTE 500 MG/65 MG - 48 TABLETAS ";"1";"1";"0";"0";"0";"38100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707172686126";"500559";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"38100.000000";"38100.000000";"38100.000000";"38100.000000";"0.000000";"0.000000";"31693.680000";"38100.000000";
"184";"131";"99";"0";"1";"6750";"0";"HEPA-MERZ GRANULANTE";"3";"3";"0";"0";"0";"122900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"4046222710323";"810996";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"368700.000000";"368700.000000";"122900.000000";"122900.000000";"0.000000";"0.000000";"0.000000";"122900.000000";
"185";"132";"100";"0";"1";"292";"0";"DUODOL 37.5MG/325MG";"1";"1";"0";"0";"0";"35500.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702870003879";"817437";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"35500.000000";"35500.000000";"35500.000000";"35500.000000";"0.000000";"0.000000";"0.000000";"35500.000000";
"186";"132";"100";"0";"1";"3152";"0";"CLINDAMICINA 300 MG";"2";"2";"0";"0";"0";"23300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703763670215";"240344";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"46600.000000";"46600.000000";"23300.000000";"23300.000000";"0.000000";"0.000000";"0.000000";"23300.000000";
"187";"133";"101";"0";"1";"320";"0";"SULTAMICILINA  375 MG";"3";"3";"0";"0";"0";"52500.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057075613";"205077";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"157500.000000";"157500.000000";"52500.000000";"52500.000000";"0.000000";"0.000000";"0.000000";"52500.000000";
"188";"133";"101";"0";"1";"2594";"0";"CLOBETASOL PROPIONATO CREMA 0,05%";"1";"1";"0";"0";"0";"9200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703763992324";"820227";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"9200.000000";"9200.000000";"9200.000000";"9200.000000";"0.000000";"0.000000";"0.000000";"9200.000000";
"189";"133";"101";"0";"1";"3773";"0";"DESITIN CREAMY";"1";"1";"0";"0";"0";"9700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702031927433";"876623";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"9700.000000";"9700.000000";"9700.000000";"9700.000000";"0.000000";"0.000000";"0.000000";"9700.000000";
"190";"133";"101";"0";"1";"4073";"0";"VENDA ELÁSTICA C/PIEL";"1";"1";"0";"0";"0";"2100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707228360758";"558252";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"2100.000000";"2100.000000";"2100.000000";"2100.000000";"0.000000";"0.000000";"0.000000";"2100.000000";
"191";"133";"101";"0";"1";"4745";"0";"DUODOL 37.5MG + 325 MG";"1";"1";"0";"0";"0";"60400.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702870003886";"817449";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"60400.000000";"60400.000000";"60400.000000";"60400.000000";"0.000000";"0.000000";"0.000000";"60400.000000";
"192";"134";"102";"0";"1";"6334";"0";"MOSAMET 5";"1";"1";"0";"0";"0";"66000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7705323253111";"";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"66000.000000";"66000.000000";"66000.000000";"66000.000000";"0.000000";"0.000000";"55000.000000";"66000.000000";
"193";"134";"102";"0";"1";"7088";"0";"ESOTLEN CÁPSULAS 40 MG";"1";"1";"0";"0";"0";"142400.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7705323252114";"711644";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"142400.000000";"142400.000000";"142400.000000";"142400.000000";"0.000000";"0.000000";"0.000000";"142400.000000";
"194";"135";"103";"0";"1";"6480";"0";"FALMONOX 50MG/5ML";"1";"1";"0";"0";"0";"25600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7706263001800";"75336";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"25600.000000";"25600.000000";"25600.000000";"25600.000000";"0.000000";"0.000000";"0.000000";"25600.000000";
"195";"136";"104";"0";"1";"7089";"0";"TRAZODONA CLORHIDRATO TABLETAS 50 MG";"1";"1";"0";"0";"0";"19400.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702605105809";"837477";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"19400.000000";"19400.000000";"19400.000000";"19400.000000";"0.000000";"0.000000";"0.000000";"19400.000000";
"196";"137";"105";"0";"1";"2283";"0";"ENTEROGERMINA ORAL 2 MILLARDOS";"1";"1";"0";"0";"0";"40300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"3582910032397";"828578";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"40300.000000";"40300.000000";"40300.000000";"40300.000000";"0.000000";"0.000000";"0.000000";"40300.000000";
"197";"137";"105";"0";"1";"4823";"0";"CELECTAN 500 MG";"1";"1";"0";"0";"0";"68300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703454820646";"464554";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"68300.000000";"68300.000000";"68300.000000";"68300.000000";"0.000000";"0.000000";"0.000000";"68300.000000";
"198";"138";"106";"0";"1";"7086";"0";"PROGYNOVA 2MG";"1";"1";"0";"0";"0";"28103.448276";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7896116861245";"";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"32600.000000";"28103.450000";"32600.000000";"28103.450000";"0.000000";"0.000000";"32600.000000";"28103.448276";
"199";"139";"107";"0";"1";"2362";"0";"DOLINOF 37,5MG + 325MG";"1";"1";"0";"0";"0";"23400.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702605107926";"896950";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"23400.000000";"23400.000000";"23400.000000";"23400.000000";"0.000000";"0.000000";"0.000000";"23400.000000";
"200";"139";"107";"0";"1";"4462";"0";"RIFAMICINA SPRAY 1% SOLUCIÓN TÓPICA 20 ML";"1";"1";"0";"0";"0";"12900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7706569022165";"820710";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"12900.000000";"12900.000000";"12900.000000";"12900.000000";"0.000000";"0.000000";"0.000000";"12900.000000";
"201";"140";"108";"0";"1";"2624";"0";"DERMATREX CREMA 20G";"1";"1";"0";"0";"0";"36300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707173600312";"273631";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"36300.000000";"36300.000000";"36300.000000";"36300.000000";"0.000000";"0.000000";"25945.260000";"36300.000000";
"202";"141";"109";"0";"1";"7090";"0";"Gynclox Ovulos Caja x 3";"1";"1";"0";"0";"0";"68580.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702870003473";"";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"68580.000000";"68580.000000";"68580.000000";"68580.000000";"0.000000";"0.000000";"59100.000000";"68580.000000";
"203";"142";"110";"0";"1";"2629";"0";"ÁCIDO FÓLICO 1MG";"1";"1";"0";"0";"0";"5300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702184010013";"25520";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"5300.000000";"5300.000000";"5300.000000";"5300.000000";"0.000000";"0.000000";"4367.370000";"5300.000000";
"204";"143";"111";"0";"1";"1233";"0";"VALCOTE CÁPSULAS 250 MG X 30 TABLETAS";"1";"1";"0";"0";"0";"41500.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703186621412";"10756";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"41500.000000";"41500.000000";"41500.000000";"41500.000000";"0.000000";"0.000000";"34520.000000";"41500.000000";
"205";"143";"111";"0";"1";"2161";"0";"EPAMIN";"1";"1";"0";"0";"0";"16100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702134503107";"52394";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"16100.000000";"16100.000000";"16100.000000";"16100.000000";"0.000000";"0.000000";"0.000000";"16100.000000";
"206";"144";"112";"0";"1";"171";"0";"FOSTREN 3G";"1";"1";"0";"0";"0";"53500.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707334710348";"923722";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"53500.000000";"53500.000000";"53500.000000";"53500.000000";"0.000000";"0.000000";"0.000000";"53500.000000";
"207";"145";"113";"0";"1";"7091";"0";"OMEGA COMPLEX 3-6-9";"1";"1";"0";"0";"0";"39000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707232093413";"909955";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"39000.000000";"39000.000000";"39000.000000";"39000.000000";"0.000000";"0.000000";"0.000000";"39000.000000";
"208";"146";"114";"0";"1";"565";"0";"TIAZOMET S TABLETA 10 MG/20 MG";"1";"1";"0";"0";"0";"142700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7705323242122";"748688";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"142700.000000";"142700.000000";"142700.000000";"142700.000000";"0.000000";"0.000000";"118907.370000";"142700.000000";
"209";"147";"115";"0";"1";"2471";"0";"RIFAMICINA SPRAY";"1";"1";"0";"0";"0";"16300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057071073";"531965";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"16300.000000";"16300.000000";"16300.000000";"16300.000000";"0.000000";"0.000000";"0.000000";"16300.000000";
"210";"147";"115";"0";"1";"2484";"0";"AFLUX JARABE LISTO 75ML";"1";"1";"0";"0";"0";"16300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057010201";"637368";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"16300.000000";"16300.000000";"16300.000000";"16300.000000";"0.000000";"0.000000";"0.000000";"16300.000000";
"211";"147";"115";"0";"1";"3152";"0";"CLINDAMICINA 300 MG";"1";"1";"0";"0";"0";"23300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703763670215";"240344";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"23300.000000";"23300.000000";"23300.000000";"23300.000000";"0.000000";"0.000000";"0.000000";"23300.000000";
"212";"147";"115";"0";"1";"6753";"0";"DOLEX RÁPIDA ACCIÓN 500 MG - 24 TABLETAS";"1";"1";"0";"0";"0";"13300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7451079001499";"282542";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"13300.000000";"13300.000000";"13300.000000";"13300.000000";"0.000000";"0.000000";"11017.890000";"13300.000000";
"213";"148";"116";"0";"1";"891";"0";"ACERUMEN";"1";"1";"0";"0";"0";"32300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"3518646057984";"923284";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"32300.000000";"32300.000000";"32300.000000";"32300.000000";"0.000000";"0.000000";"0.000000";"32300.000000";
"214";"148";"116";"0";"1";"7092";"0";"Visep";"1";"1";"0";"0";"0";"54850.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707355052670";"7707355052670";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"54850.000000";"54850.000000";"54850.000000";"54850.000000";"0.000000";"0.000000";"50168.000000";"54850.000000";
"215";"149";"117";"0";"1";"3152";"0";"CLINDAMICINA 300 MG";"1";"1";"0";"0";"0";"23300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703763670215";"240344";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"23300.000000";"23300.000000";"23300.000000";"23300.000000";"0.000000";"0.000000";"0.000000";"23300.000000";
"216";"149";"117";"0";"1";"6333";"0";"MOXIFLOXACINA 400MG";"1";"1";"0";"0";"0";"67000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703763476015";"651201";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"67000.000000";"67000.000000";"67000.000000";"67000.000000";"0.000000";"0.000000";"0.000000";"67000.000000";
"217";"150";"118";"0";"1";"7";"0";"LIVERBYL JARABE X 120 ML";"2";"2";"0";"0";"0";"16200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707016404428";"927931";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"32400.000000";"32400.000000";"16200.000000";"16200.000000";"0.000000";"0.000000";"13437.890000";"16200.000000";
"218";"151";"119";"0";"1";"7092";"0";"VISEP";"1";"1";"0";"0";"0";"54850.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707355052670";"7707355052670";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"54850.000000";"54850.000000";"54850.000000";"54850.000000";"0.000000";"0.000000";"50168.000000";"54850.000000";
