id_order;reference;id_shop_group;id_shop;id_carrier;id_lang;id_customer;id_cart;id_currency;id_address_delivery;id_address_invoice;current_state;secure_key;payment;conversion_rate;module;recyclable;gift;gift_message;mobile_theme;shipping_number;total_discounts;total_discounts_tax_incl;total_discounts_tax_excl;total_paid;total_paid_tax_incl;total_paid_tax_excl;total_paid_real;total_products;total_products_wt;total_shipping;total_shipping_tax_incl;total_shipping_tax_excl;carrier_tax_rate;total_wrapping;total_wrapping_tax_incl;total_wrapping_tax_excl;invoice_number;delivery_number;invoice_date;delivery_date;valid;date_add;date_upd;
"853";"YZZLTVBJX";"1";"1";"12";"1";"769";"3316";"1";"765";"765";"5";"f2ca676c06bf53ef262ea1d9b813abce";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"47900.00";"47900.00";"47900.00";"47900.00";"47900.00";"47900.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"758";"747";"2014-04-02 17:14:51";"2014-04-03 08:03:38";"1";"2014-04-02 17:14:50";"2014-04-03 08:03:38";
"854";"XFBZRMIER";"1";"1";"12";"1";"770";"3318";"1";"766";"766";"6";"f61fab17d75b9eff1f5548257d27dc7b";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2395.00";"2395.00";"2395.00";"45505.00";"45505.00";"45505.00";"45505.00";"47900.00";"47900.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"759";"748";"2014-04-02 17:19:11";"2014-04-02 17:19:11";"0";"2014-04-02 17:19:11";"2014-04-02 17:35:11";
"855";"VCMSQJXZX";"1";"1";"12";"1";"771";"3319";"1";"767";"767";"5";"ebafffcbb5ef9725b2f65030cef9aedb";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"24800.02";"24800.02";"21379.32";"24800.02";"21379.32";"24800.02";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"760";"749";"2014-04-02 17:25:29";"2014-04-03 14:06:00";"1";"2014-04-02 17:25:29";"2014-05-30 16:32:52";
"856";"HLNEKIQYS";"1";"1";"12";"1";"770";"3320";"1";"766";"766";"5";"f61fab17d75b9eff1f5548257d27dc7b";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"1810.35";"1810.35";"1810.35";"40189.65";"40189.65";"34396.55";"40189.65";"36206.90";"42000.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"761";"750";"2014-04-02 17:36:13";"2014-04-03 14:32:06";"1";"2014-04-02 17:36:13";"2014-04-03 14:32:06";
"857";"RKIPJCVZY";"1";"1";"12";"1";"368";"3274";"1";"359";"359";"5";"ac471afda468bf1970a52b026cb950ef";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"19900.00";"19900.00";"19900.00";"19900.00";"19900.00";"19900.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"762";"751";"2014-04-02 17:43:06";"2014-04-02 17:43:16";"1";"2014-04-02 17:43:06";"2014-04-02 17:43:16";
"858";"AAPSJKWMM";"1";"1";"12";"1";"753";"3322";"1";"749";"749";"6";"5b0c0b0f59cca09db39d7b25b8345953";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"46200.00";"46200.00";"46200.00";"46200.00";"46200.00";"46200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"763";"752";"2014-04-02 17:47:35";"2014-04-02 17:47:35";"0";"2014-04-02 17:47:35";"2014-04-02 17:49:47";
"859";"NOVAJOYBL";"1";"1";"12";"1";"773";"3323";"1";"769";"769";"5";"592772587cabf60a3fed306c7f6381c1";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"54400.00";"54400.00";"54400.00";"54400.00";"54400.00";"54400.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"764";"753";"2014-04-02 17:59:10";"2014-04-04 08:15:02";"1";"2014-04-02 17:59:09";"2014-04-04 08:15:02";
"860";"DXSSPTLTS";"1";"1";"12";"1";"764";"3325";"1";"760";"760";"6";"47bf04fe6a7dca9b0095b083709f64fa";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"97800.00";"97800.00";"97800.00";"97800.00";"97800.00";"97800.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"765";"754";"2014-04-02 18:00:50";"2014-04-02 18:00:50";"0";"2014-04-02 18:00:49";"2014-04-03 09:17:04";
"861";"GOLIHHWJS";"1";"1";"12";"1";"774";"3332";"1";"770";"770";"8";"d5d96b4c312419d2565bd6c08cf9ccee";"Payu_baloto";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"25500.00";"25500.00";"21982.76";"25500.00";"21982.76";"25500.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"766";"755";"2014-04-03 08:21:57";"2014-04-03 14:06:41";"0";"2014-04-02 20:28:37";"2014-04-06 05:48:05";
"862";"PPOWCSWFP";"1";"1";"12";"1";"776";"3339";"1";"772";"772";"8";"e0a73d3064389af0e44cdc66b5548ae0";"Payu_pse";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"109600.00";"109600.00";"109600.00";"0.00";"109600.00";"109600.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2014-04-02 23:42:05";"2014-04-03 00:31:42";
"863";"HJLQCRLFG";"1";"1";"12";"1";"776";"3341";"1";"772";"772";"8";"e0a73d3064389af0e44cdc66b5548ae0";"Payu_tarjeta_credito";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"213100.00";"213100.00";"213100.00";"213100.00";"213100.00";"213100.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"767";"756";"2014-04-03 08:22:09";"2014-04-03 09:56:55";"0";"2014-04-03 07:37:35";"2014-04-03 10:46:39";
"864";"PAVLDMDOZ";"1";"1";"12";"1";"532";"3338";"1";"537";"537";"5";"882530c8f60f6ed7ac57e4d09b068c61";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"52700.00";"52700.00";"52700.00";"52700.00";"52700.00";"52700.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"768";"757";"2014-04-03 08:57:53";"2014-04-03 16:06:35";"1";"2014-04-03 08:57:53";"2014-04-03 16:06:35";
"865";"TCEFNJRML";"1";"1";"12";"1";"777";"3345";"1";"774";"774";"5";"42f11b411cb22b7738cf5cdf436249e4";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"4910.00";"4910.00";"4910.00";"93290.00";"93290.00";"93290.00";"93290.00";"98200.00";"98200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"769";"758";"2014-04-03 09:00:33";"2014-04-04 08:09:59";"1";"2014-04-03 09:00:33";"2014-04-04 08:09:59";
"866";"IDYINGNIN";"1";"1";"12";"1";"778";"3346";"1";"775";"775";"5";"35e0ed367a9fc8bfcb1d4c9916c8beff";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2395.00";"2395.00";"2395.00";"45505.00";"45505.00";"45505.00";"45505.00";"47900.00";"47900.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"770";"759";"2014-04-03 09:04:18";"2014-04-04 08:10:17";"1";"2014-04-03 09:04:18";"2014-04-04 08:10:17";
"867";"PATAOAUBO";"1";"1";"12";"1";"779";"3348";"1";"776";"776";"5";"2f9bc888985a19ffee1681305a549fb0";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2760.00";"2760.00";"2760.00";"52440.00";"52440.00";"52440.00";"52440.00";"55200.00";"55200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"771";"760";"2014-04-03 09:55:53";"2014-04-04 08:10:51";"1";"2014-04-03 09:55:53";"2014-04-04 08:10:51";
"868";"CLIVZYXLS";"1";"1";"12";"1";"780";"3349";"1";"777";"777";"5";"8f2bf9c9d2700f8f0ed8def7ba6943ed";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"3075.00";"3075.00";"3075.00";"58425.00";"58425.00";"58425.00";"58425.00";"61500.00";"61500.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"772";"761";"2014-04-03 10:22:57";"2014-04-04 08:11:25";"1";"2014-04-03 10:22:57";"2014-04-04 08:11:25";
"869";"ZHEDTUYAR";"1";"1";"12";"1";"776";"3353";"1";"772";"772";"5";"e0a73d3064389af0e44cdc66b5548ae0";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"103500.00";"103500.00";"103500.00";"103500.00";"103500.00";"103500.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"773";"762";"2014-04-03 11:15:36";"2014-04-04 08:11:43";"1";"2014-04-03 11:15:36";"2014-04-04 08:11:43";
"870";"CWUZGROEY";"1";"1";"12";"1";"774";"3354";"1";"770";"770";"8";"d5d96b4c312419d2565bd6c08cf9ccee";"Payu_baloto";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"25500.00";"25500.00";"21982.76";"0.00";"21982.76";"25500.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2014-04-03 11:16:01";"2014-04-15 12:22:37";
"871";"UHEIZZTDR";"1";"1";"12";"1";"781";"3352";"1";"778";"778";"5";"59770705f0fde0a9fcad04e45cb0619e";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"137200.00";"137200.00";"137200.00";"137200.00";"137200.00";"137200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"774";"763";"2014-04-03 11:16:14";"2014-04-04 08:12:00";"1";"2014-04-03 11:16:13";"2014-04-04 08:12:00";
"872";"XFNQPUMTM";"1";"1";"12";"1";"782";"3357";"1";"779";"779";"5";"d7b56c197692ecb5026841280fde26a9";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"4655.00";"4655.00";"4655.00";"88445.00";"88445.00";"88445.00";"88445.00";"93100.00";"93100.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"775";"764";"2014-04-03 11:56:44";"2014-04-04 08:12:28";"1";"2014-04-03 11:56:43";"2014-04-04 08:12:28";
"873";"JOZIVATOI";"1";"1";"12";"1";"300";"3362";"1";"287";"287";"5";"f34aa3b852e2ccfd4201a3205156e02d";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"3745.35";"3745.35";"3745.35";"76954.65";"76954.65";"71161.55";"76954.65";"74906.90";"80700.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"776";"765";"2014-04-03 12:20:59";"2014-04-04 08:12:42";"1";"2014-04-03 12:20:58";"2014-04-04 08:12:42";
"874";"HXGAWHONL";"1";"1";"12";"1";"785";"3367";"1";"781";"781";"5";"58888688cb0a57c23ab771faf101c5f0";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2865.00";"2865.00";"2865.00";"54435.00";"54435.00";"54435.00";"54435.00";"57300.00";"57300.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"777";"766";"2014-04-03 13:39:32";"2014-04-04 10:09:42";"1";"2014-04-03 13:39:32";"2014-04-04 10:09:42";
"875";"FOMRLTCSS";"1";"1";"12";"1";"361";"3373";"1";"352";"352";"5";"3d7c4b3e85cc048420c3b26e9ebb16b9";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"4035.00";"4035.00";"4035.00";"76665.00";"76665.00";"76665.00";"76665.00";"80700.00";"80700.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"778";"767";"2014-04-03 15:51:57";"2014-04-04 13:57:07";"1";"2014-04-03 15:51:56";"2014-04-04 13:57:07";
"876";"QLHYUBDIS";"1";"1";"12";"1";"127";"3399";"1";"362";"362";"5";"cd54d488d85cff90cc2e0bf3df7e918b";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"702.59";"702.59";"702.59";"15597.41";"15597.41";"13349.13";"15597.41";"14051.72";"16300.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"779";"768";"2014-04-03 16:23:15";"2014-04-03 16:54:19";"1";"2014-04-03 16:23:14";"2014-04-03 16:54:19";
"877";"MURMUBYPB";"1";"1";"12";"1";"786";"3324";"1";"783";"783";"5";"a5e8c5dd2eb34491db3f1f7e0344e906";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"13300.00";"13300.00";"13300.00";"13300.00";"13300.00";"13300.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"780";"769";"2014-04-03 16:28:51";"2014-04-04 18:55:29";"1";"2014-04-03 16:28:50";"2014-04-04 18:55:29";
"878";"MEHXYNCQB";"1";"1";"12";"1";"787";"3401";"1";"784";"784";"5";"a3cf29088bf1ff1ed396ad3b26febb6c";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"1935.00";"1935.00";"1935.00";"36765.00";"36765.00";"36765.00";"36765.00";"38700.00";"38700.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"781";"770";"2014-04-03 16:39:31";"2014-04-04 08:14:40";"1";"2014-04-03 16:39:30";"2014-04-04 08:14:40";
"879";"DUQYNRSGY";"1";"1";"12";"1";"368";"3355";"1";"359";"359";"5";"ac471afda468bf1970a52b026cb950ef";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"23200.00";"23200.00";"22068.96";"23200.00";"22068.96";"23200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"782";"771";"2014-04-03 17:21:03";"2014-04-03 17:21:03";"1";"2014-04-03 17:21:02";"2014-04-03 17:21:03";
"880";"JHJSNURUQ";"1";"1";"12";"1";"516";"3403";"1";"507";"507";"5";"ed5a0bae63e80eebf7364f402a3e3ba4";"Payu_tarjeta_credito";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"54000.02";"54000.02";"49337.94";"54000.02";"49337.94";"54000.02";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"783";"772";"2014-04-03 17:46:21";"2014-04-04 17:24:24";"1";"2014-04-03 17:46:20";"2014-04-04 17:24:24";
"881";"EOZEHJOVV";"1";"1";"12";"1";"788";"3408";"1";"785";"785";"5";"118b1a6de2f376189fd98c584b3f9a60";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"148200.00";"148200.00";"127758.62";"148200.00";"127758.62";"148200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"784";"773";"2014-04-03 19:12:50";"2014-04-04 12:27:40";"1";"2014-04-03 19:12:49";"2014-04-04 12:27:40";
"882";"TWFFSDMMP";"1";"1";"12";"1";"791";"3422";"1";"787";"787";"5";"0be42c1ddbd1dbb57ab3b7c14b390b15";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"4500.00";"4500.00";"4500.00";"4500.00";"4500.00";"4500.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"785";"774";"2014-04-03 23:03:42";"2014-04-04 09:43:15";"1";"2014-04-03 23:03:41";"2014-04-04 09:43:15";
"883";"AKEYHPDAI";"1";"1";"12";"1";"476";"3431";"1";"468";"468";"5";"90bb362f2ccfdaca54a2f516d67ff3b7";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"4300.00";"4300.00";"4300.00";"81700.00";"81700.00";"81700.00";"81700.00";"86000.00";"86000.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"786";"775";"2014-04-04 09:06:17";"2014-04-04 14:00:36";"1";"2014-04-04 09:06:17";"2014-04-04 14:00:36";
"884";"XOUJCAJYI";"1";"1";"12";"1";"5";"3434";"1";"9";"9";"5";"4f992c1ca2c5320f19534c80f03b0435";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2615.00";"2615.00";"2615.00";"49685.00";"49685.00";"49685.00";"49685.00";"52300.00";"52300.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"787";"776";"2014-04-04 09:15:32";"2014-04-04 16:46:35";"1";"2014-04-04 09:15:30";"2014-04-04 16:46:35";
"885";"QYTFIPKZC";"1";"1";"12";"1";"250";"3432";"1";"241";"241";"5";"6a257c1dc1ef52dd7bb22ee45544ef10";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"3040.00";"3040.00";"3040.00";"57760.00";"57760.00";"57760.00";"57760.00";"60800.00";"60800.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"788";"777";"2014-04-04 09:43:19";"2014-04-04 16:48:33";"1";"2014-04-04 09:43:18";"2014-04-04 16:48:33";
"886";"GQOVKPXTX";"1";"1";"12";"1";"792";"3436";"1";"788";"788";"5";"b381a2eb51bd391d5f356a9db3083a5a";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"61100.00";"61100.00";"61100.00";"61100.00";"61100.00";"61100.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"789";"778";"2014-04-04 10:28:37";"2014-04-04 14:01:28";"1";"2014-04-04 10:28:19";"2014-04-04 14:01:28";
"887";"VWMOQNXQT";"1";"1";"12";"1";"793";"3437";"1";"789";"789";"5";"daa73608afc8733876a9e9d71318a950";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"52100.00";"52100.00";"44913.79";"52100.00";"44913.79";"52100.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"790";"779";"2014-04-04 10:41:04";"2014-04-04 18:22:51";"1";"2014-04-04 10:41:04";"2014-04-04 18:22:51";
"888";"ZSZPWXCRF";"1";"1";"12";"1";"795";"3439";"1";"792";"792";"5";"9cadf09e946858dc38b75ed348e8b453";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"58700.00";"58700.00";"58700.00";"58700.00";"58700.00";"58700.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"791";"780";"2014-04-04 11:18:37";"2014-04-04 13:57:34";"1";"2014-04-04 11:18:36";"2014-04-04 13:57:34";
"889";"WZJMLBBQG";"1";"1";"12";"1";"796";"3440";"1";"793";"793";"6";"d602b3deb195ba6215ad475d3a0d1b4f";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"9418.62";"9418.62";"9418.62";"183781.38";"183781.38";"178953.80";"183781.38";"188372.42";"193200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"792";"781";"2014-04-04 11:35:36";"2014-04-04 11:35:36";"0";"2014-04-04 11:35:35";"2014-04-05 10:07:17";
"890";"YZIYELGSR";"1";"1";"12";"1";"797";"3444";"1";"794";"794";"5";"36503c59b046881706874ecfebed6815";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2395.00";"2395.00";"2395.00";"45505.00";"45505.00";"45505.00";"45505.00";"47900.00";"47900.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"793";"782";"2014-04-04 11:54:01";"2014-04-04 13:27:00";"1";"2014-04-04 11:54:01";"2014-04-04 13:27:00";
"891";"TVSWLLMTA";"1";"1";"12";"1";"794";"3438";"1";"791";"791";"5";"677caa929b3fd9ef12bc35be4f451671";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"8277.93";"8277.93";"8277.93";"165722.07";"165722.07";"157280.69";"165722.07";"165558.62";"174000.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"794";"783";"2014-04-04 12:12:16";"2014-04-05 09:30:53";"1";"2014-04-04 12:12:15";"2014-04-05 09:30:53";
"892";"OWWTPXJBY";"1";"1";"12";"1";"798";"3447";"1";"795";"795";"5";"306a2b3773204990b47ee4394481958f";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"23100.00";"23100.00";"23100.00";"23100.00";"23100.00";"23100.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"795";"784";"2014-04-04 12:25:32";"2014-04-07 11:04:57";"1";"2014-04-04 12:25:32";"2014-04-07 11:04:57";
"893";"ZRJELDWNT";"1";"1";"12";"1";"756";"3448";"1";"752";"752";"5";"81314707f1567ec4fb065f50d60eeacb";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"48800.00";"48800.00";"42068.96";"48800.00";"42068.96";"48800.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"796";"785";"2014-04-04 12:28:02";"2014-04-04 17:26:58";"1";"2014-04-04 12:28:02";"2014-04-04 17:26:58";
"894";"XEBVKZASN";"1";"1";"12";"1";"800";"3455";"1";"797";"797";"5";"fc30b4fcd8ae9e2afee348986510dd30";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"142600.00";"142600.00";"142600.00";"142600.00";"142600.00";"142600.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"797";"786";"2014-04-04 14:25:53";"2014-04-04 19:26:15";"1";"2014-04-04 14:25:53";"2014-04-04 19:26:15";
"895";"DKTMIHCRB";"1";"1";"12";"1";"801";"3456";"1";"798";"798";"5";"b48da00b4eb87a4e0eef5c115d2e94b6";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2545.00";"2545.00";"2545.00";"48355.00";"48355.00";"48355.00";"48355.00";"50900.00";"50900.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"798";"787";"2014-04-04 14:36:26";"2014-04-04 19:25:38";"1";"2014-04-04 14:36:26";"2014-04-04 19:25:38";
"896";"ERJMWUCKE";"1";"1";"12";"1";"802";"3458";"1";"799";"799";"5";"26af7f6f5978d3e3dfd20fa0a8a46b4b";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"5375.00";"5375.00";"5375.00";"102125.00";"102125.00";"102125.00";"102125.00";"107500.00";"107500.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"799";"788";"2014-04-04 14:45:34";"2014-04-07 07:53:01";"1";"2014-04-04 14:45:34";"2014-04-07 07:53:01";
"897";"DTQMBOZCO";"1";"1";"12";"1";"495";"3461";"1";"487";"487";"5";"1ecc93f595d443a3204cf9a14ae5aadb";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"19187.50";"19187.50";"19187.50";"364562.50";"364562.50";"364562.50";"364562.50";"383750.00";"383750.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"800";"789";"2014-04-04 16:20:31";"2014-04-04 17:54:02";"1";"2014-04-04 16:20:30";"2014-04-04 17:54:02";
"898";"TNAIFTFHD";"1";"1";"12";"1";"784";"3360";"1";"780";"780";"6";"61f619f59de9d2c62d61e36366a1dd81";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"69400.00";"69400.00";"64600.00";"69400.00";"64600.00";"69400.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"801";"790";"2014-04-04 16:24:00";"2014-04-04 16:24:00";"0";"2014-04-04 16:23:59";"2014-04-04 16:28:34";
"899";"YVLJBKOAT";"1";"1";"12";"1";"784";"3463";"1";"780";"780";"8";"61f619f59de9d2c62d61e36366a1dd81";"Payu_tarjeta_credito";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"69400.00";"69400.00";"64600.00";"0.00";"64600.00";"69400.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2014-04-04 16:38:32";"2014-04-04 16:38:36";
"900";"WWIONZCZV";"1";"1";"12";"1";"803";"3464";"1";"800";"800";"5";"26ec5a2129ff3f6a71be7fe6326d4d36";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"60400.00";"60400.00";"60400.00";"60400.00";"60400.00";"60400.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"802";"791";"2014-04-04 16:42:09";"2014-04-05 11:12:21";"1";"2014-04-04 16:42:09";"2014-04-05 11:12:21";
"901";"FRDQYLCEP";"1";"1";"12";"1";"804";"3466";"1";"801";"801";"5";"d1836c41517047a12894c724dfb1e076";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"68200.00";"68200.00";"68200.00";"613800.00";"613800.00";"613800.00";"613800.00";"682000.00";"682000.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"803";"792";"2014-04-04 17:13:07";"2014-05-09 09:18:13";"1";"2014-04-04 17:13:07";"2014-05-09 09:18:13";
"902";"REGZPCUVW";"1";"1";"12";"1";"805";"3471";"1";"802";"802";"5";"2bc82bbebf50d4697f56fe320ea8ab85";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"30900.00";"30900.00";"30900.00";"30900.00";"30900.00";"30900.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"804";"793";"2014-04-04 18:01:10";"2014-04-07 07:54:59";"1";"2014-04-04 18:01:09";"2014-04-07 07:54:59";
"903";"GURQXHBFD";"1";"1";"12";"1";"806";"3506";"1";"803";"803";"5";"ac7cd85ea4631f846fa36845fad72768";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"1935.00";"1935.00";"1935.00";"36765.00";"36765.00";"36765.00";"36765.00";"38700.00";"38700.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"805";"794";"2014-04-05 09:27:39";"2014-04-07 07:55:15";"1";"2014-04-05 09:27:39";"2014-04-07 07:55:15";
"904";"WHOOPIYHZ";"1";"1";"12";"1";"807";"3510";"1";"804";"804";"5";"321b40dc5e5f020a106a2103b1e4abb6";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"7900.00";"7900.00";"7900.00";"150100.00";"150100.00";"150100.00";"150100.00";"158000.00";"158000.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"806";"795";"2014-04-05 10:05:50";"2014-04-07 07:55:30";"1";"2014-04-05 10:05:49";"2014-04-07 07:55:30";
