id_category;id_shop;id_lang;name;description;link_rewrite;meta_title;meta_keywords;meta_description;
Fuente: https://es.wikipedia.org/wiki/Ginecolog%C3%ADa";"ginecologia";"MÉDICOS-GINECOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"799";"1";"1";"HEMATOLOGÍA";"¿Buscas profesional médico en hematología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La Hematología (de gr. hema: sangre, logo: estudio hematología: estudio de la sangre ?"estudio") es la especialidad médica que se dedica al tratamiento de los pacientes con enfermedades hematológicas, para ello se encarga del estudio e investigación de la sangre y los órganos hematopoyéticos (médula ósea, ganglios linfáticos, bazo, etc) tanto sanos como enfermos. 
Fuente: https://es.wikipedia.org/wiki/Hematolog%C3%ADa";"hematologia";"MÉDICOS-HEMATOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"800";"1";"1";"INFECTOLOGÍA";"¿Buscas profesional médico en Infectología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es una subespecialidad de la medicina interna y de la Pediatría que se encarga del estudio, la prevención, el diagnóstico, tratamiento y pronóstico de las enfermedades producidas por agentes infecciosos.
Las enfermedades infecciosas son y han sido siempre una importante causa de morbilidad y mortalidad en todo el mundo. El especialista en esta área, llamado infectólogo o infectóloga tiene que realizar un estudio profundo de las enfermedades y los agentes microbianos que las originan.
Es una rama muy antigua de la medicina. Hasta hace relativamente poco, las enfermedades infecciosas representaban el primer lugar en las estadísticas de mortalidad mundial pero, con el advenimiento de los antibióticos, antiparasitarios, antivirales, antimicóticos y otros agentes, como los antisépticos y desinfectantes, las infecciones se han desplazado como causa de mortalidad en el mundo, y han dado paso a las enfermedades cardiovasculares. La infectología es una subespecialidad de alto nivel que trata infecciones complicadas que ningún otro médico está capacitado para tratar.
Fuente: https://es.wikipedia.org/wiki/Infectolog%C3%ADa";"infectologia";"MÉDICOS-INFECTOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"801";"1";"1";"INFERTILIDAD";"¿Buscas profesional médico en Infertilidad? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Ginecología (del griego ??????? gynaika "mujer") que significa literalmente ciencia de la mujer y en medicina hace referencia a la especialidad médica y quirúrgica que trata las enfermedades del sistema reproductor femenino (útero, vagina y ovarios). Los ginecólogos son especialistas en el diagnóstico y tratamiento de síntomas asociados a enfermedades tales como la INFERTILIDAD: es una enfermedad que imposibilita concebir un hijo naturalmente o de llevar un embarazo a término después de 7 meses de vida sexual activa. Hay muchas razones por las que una pareja puede no ser capaz de concebir, o no ser capaz de hacerlo sin asistencia médica.
Fuente: https://es.wikipedia.org/wiki/Ginecolog%C3%ADa#Campo_de_actuaci.C3.B3n";"infertilidad";"MÉDICOS-INFERTILIDAD";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"802";"1";"1";"INMUNOLOGÍA";"¿Buscas profesional médico en Inmunología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación. 
La inmunología es una rama amplia de la biología y de las ciencias biomédicas que se ocupa del estudio del sistema inmunitario, entendiendo como tal al conjunto de órganos, tejidos y células que, en los vertebrados, tienen como función reconocer elementos o ajenos dando una respuesta (respuesta inmunitaria). La ciencia trata, entre otras cosas, el funcionamiento fisiológico del sistema inmunitario tanto en estados de salud como de enfermedad; las alteraciones en las funciones del sistema inmunitario (enfermedades autoinmunitarias, hipersensibilidades, inmunodeficiencias, rechazo a los trasplantes); las características físicas, químicas y fisiológicas de los componentes del sistema inmunitario in vitro, in situ, e in vivo.
Fuente: https://es.wikipedia.org/wiki/Inmunolog%C3%ADa";"inmunologia";"MÉDICOS-INMUNOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"803";"1";"1";"MASTOLOGÍA";"¿Buscas profesional médico en mastología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es una especialidad médica que se dedica al estudio de las glándulas mamarias. El mastólogo es el especialista que previene, diagnostica y trata las dolencias de las mamas.
En el área de la mastología intervienen múltiples especialidades, tales como cirugía, radioterapia, radiología, oncología, cirugía plástica reconstructiva.
Fuente: https://es.wikipedia.org/wiki/Mastologia";"mastologia";"MÉDICOS-MASTOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"804";"1";"1";"MEDICINA GENERAL";"¿Buscas profesional médico en medicina general? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina de familia o medicina familiar es la disciplina médica que se encarga de mantener la salud en todos los aspectos, analizando y estudiando el cuerpo humano en forma global (teoría holística de la práctica médica). 
El médico de familia realiza un tipo de ejercicio profesional de la medicina con un cuerpo doctrinal claro, y delimitado por un conjunto de conocimientos, habilidades y actitudes. Si bien los médicos de familia por su formación pueden desempeñar su trabajo en diversos campos laborales (servicios de urgencias y emergencias, unidades técnicas, etcétera) su ámbito natural de actuación es la atención primaria.
Fuente: https://es.wikipedia.org/wiki/Medicina_general";"medicina-general";"MÉDICOS-MEDICINA GENERAL";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"805";"1";"1";"MEDICINA INTERNA";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"medicina-interna";"MÉDICOS-MEDICINA INTERNA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"806";"1";"1";"NEFROLOGÍA - DIÁLISIS";"¿Buscas profesional médico en Nefrología y Diálisis? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Puede ser definida como la especialidad clínica que se ocupa del estudio de la: anatomía, fisiología, patología, promoción de salud, prevención, clínica, terapéutica y rehabilitación de las enfermedades del aparato urinario en su totalidad, incluyendo las vías urinarias que repercuten sobre el parénquima renal. A diferencia de la urología no es una especialidad quirúrgica, aunque tienen estrecha interrelación. Nace de la clínica y por lo tanto es una de sus ramas la cual profundiza los conocimientos sobre las funciones y enfermedades del riñón. Es el producto del desarrollo científico y tecnológico en el campo de la medicina y fueron muchos los años que transcurrieron durante los cuales se fueron sentando las bases de la futura especialidad.
Fuente: https://es.wikipedia.org/wiki/Nefrolog%C3%ADa";"nefrologia-dialisis";"MÉDICOS-NEFROLOGÍA - DIÁLISIS";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"807";"1";"1";"NEONATOLOGÍA";"¿Buscas profesional médico en Neonatología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es una rama de la pediatría dedicada al diagnóstico y tratamiento de las enfermedades del ser humano durante los primeros 28 días de vida, desde la atención médica del recién nacido en la sala de partos, el período hebdomadario (los primeros 7 días) hasta los 28 días de vida del niño, posterior a los cuales se le considera como "lactante" entrando ya al campo de la pediatría propiamente dicha. Los principales pacientes de los neonatólogos son los recién nacidos que están enfermos o requieren un cuidado especial debido a que son prematuros, tienen bajo peso o sufren malformaciones.
Fuente: https://es.wikipedia.org/wiki/Neonatolog%C3%ADa";"neonatologia";"MÉDICOS-NEONATOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"808";"1";"1";"NEUMOTISIOLOGÍA";"¿Buscas profesional médico en Neumotisiología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La neumología es la especialidad médica encargada del estudio de las enfermedades del aparato respiratorio. La tisiología es una especialidad de la medicina que estudia la tuberculosis en todos sus aspectos. Existió como actividad independiente hasta mediados del siglo XX cuando formó uno de los troncos de origen de la neumología.
Fuente: https://es.wikipedia.org/wiki/Tisiolog%C3%ADa";"neumotisiologia";"MÉDICOS-NEUMOTISIOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"809";"1";"1";"NEUROCIRUGÍA";"¿Buscas profesional médico en Neurocirugía? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La neurocirugía es la especialidad médica que se encarga del manejo quirúrgico (incluyendo la educación, prevención, diagnóstico, evaluación, tratamiento, cuidados intensivos, y rehabilitación) de determinadas enfermedades del sistema nervioso central, periférico y vegetativo, incluyendo sus estructuras vasculares; la evaluación y el tratamiento de procesos patológicos que modifican la función o la actividad del sistema nervioso, incluyendo la hipófisis y el tratamiento quirúrgico del dolor.
Fuente: https://es.wikipedia.org/wiki/Neurocirug%C3%ADa";"neurocirugia";"MÉDICOS-NEUROCIRUGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"810";"1";"1";"NEUROLOGÍA";"¿Buscas profesional médico en Neurología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es la especialidad médica que trata los trastornos del sistema nervioso. Específicamente se ocupa de la prevención, diagnóstico, tratamiento y rehabilitación de todas las enfermedades que involucran al sistema nervioso central, el sistema nervioso periférico y el sistema nervioso autónomo, incluyendo sus envolturas (hueso), vasos sanguíneos y tejidos como los músculos.
Fuente: https://es.wikipedia.org/wiki/Neurolog%C3%ADa";"neurologia";"MÉDICOS-NEUROLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"811";"1";"1";"OBSTETRICIA";"¿Buscas profesional médico en Obstetricia? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación. Es la ciencia de la salud que se encarga del embarazo, el parto y el puerperio1 (incluyendo la atención del recién nacido) . El profesional que ejerce la obstetricia como ciencia de la salud es el matrón, matrona, osbtetra u obstetriz. El profesional que ejerce la obstetricia como especialidad médica (Obstetricia y Ginecología) es el médico gineco-obstetra. Fuente: https://es.wikipedia.org/wiki/Obstetricia";"obstetricia";"MÉDICOS-OBSTETRICIA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"812";"1";"1";"ODONTOLOGÍA";"¿Buscas profesional médico en Odontología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es una rama de la Medicina que se encarga del diagnóstico, tratamiento y prevención de las enfermedades del aparato estomatognático, que incluye los dientes, el periodonto , la articulación temporomandibular y el sistema neuromuscular. Y todas las estructuras de la cavidad oral como la lengua, el paladar, la mucosa oral, las glándulas salivales y otras estructuras anatómicas implicadas como los labios, las amígdalas, y la orofaringe.
Fuente: https://es.wikipedia.org/wiki/Odontolog%C3%ADa";"odontologia";"MÉDICOS-ODONTOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"813";"1";"1";"OFTALMOLOGÍA";"¿Buscas profesional médico en Oftalmología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es la especialidad médica que estudia las enfermedades y cirugía del ojo; en concreto del globo ocular, su musculatura, el sistema lagrimal, los párpados y sus tratamientos. Las enfermedades más frecuentes suelen ser conjuntivitis, queratitis, problemas de saco lagrimal, estrabismos, retina, glaucoma y tumores. Numerosas enfermedades distróficas y degenerativas de la retina y nervio óptico no tienen tratamiento y se diagnostican en etapas avanzadas, de ahí la importancia de la prevención visual.
Una de las labores más habituales del oftalmólogo es la refracción o graduación de la vista. Si ésta no se hace con rigurosidad, aparecen enfermedades de polo anterior e incluso estrabismos como respuesta a un sobre-esfuerzo visual.
Fuente: https://es.wikipedia.org/wiki/Oftalmolog%C3%ADa";"oftalmologia";"MÉDICOS-OFTALMOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"814";"1";"1";"ONCOLOGÍA ";"¿Buscas profesional médico en Oncología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es la especialidad médica que estudia y trata las neoplasias; tumores benignos y malignos, pero con especial atención a los malignos, esto es, al cáncer. El término oncología deriva del griego onkos(masa o tumor) y el sufijo -logos-ou (estudio de). Los profesionales de esta especialidad son los oncólogos.
Los oncólogos que atienden a pacientes se conocen como oncólogos clínicos, para distinguirlos de aquellos que realizan investigación relacionada con el cáncer, pero sin contacto directo con el paciente. La oncología se ocupa de:
- El diagnóstico del cáncer.
- Tratamiento del cáncer (cirugía y terapias no quirúrgicas, como la quimioterapia, radioterapia y otras modalidades).
- Seguimiento de los pacientes de cáncer tras el tratamiento correcto.
- Cuidados paliativos de pacientes con enfermedades en estado terminal.
- Aspectos éticos relacionados con la atención a los enfermos con cáncer.
- Estudios genéticos, tanto en la población general, como, en algunos casos, en familiares de pacientes 
Fuente: https://es.wikipedia.org/wiki/Oncolog%C3%ADa";"oncologia";"MÉDICOS-ONCOLOGÍA ";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"815";"1";"1";"OPTOMETRÍA";"¿Buscas profesional médico en Optometría? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es la ciencia encargada del cuidado primario de la salud visual, a través de acciones de prevención, diagnóstico, tratamiento y corrección de defectos refractivos, acomodativos, musculares y enfermedades del segmento anterior. También se ocupa del diseño, cálculo, adaptación y control de lentes de contacto y lentes oftálmicas.
Fuente: https://es.wikipedia.org/wiki/Optometr%C3%ADa";"optometria";"MÉDICOS-OPTOMETRÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"816";"1";"1";"ORTOPEDIA";"¿Buscas profesional médico en Ortopedia? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La ortopedia es una especialidad médica dedicada a corregir o de evitar las deformidades o traumas del sistema musculoesquelético del cuerpo humano, por medio de cirugía (cirugía ortopédica), aparatos (llamado órtosis u ortesis) o ejercicios corporales.
Fuente: https://es.wikipedia.org/wiki/Ortopedia";"ortopedia";"MÉDICOS-ORTOPEDIA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"817";"1";"1";"OTORRINOLARINGOLOGÍA";"¿Buscas profesional médico en Otorrinolaringología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
El otorrinolaringólogo es el médico especializado en las enfermedades de la cabeza y del cuello. Dentro de la cabeza, aquellas que tienen que ver con la garganta, la nariz y los oídos. La palabra "otorrinolaringólogo", nombre extremadamente raro, difícil de decir y de recordar, está compuesta de tres términos griegos y uno latino. Oto-oído, rino-nariz, larin-laringe, gólogo-persona que se dedica a esta ciencia.";"otorrinolaringologia";"MÉDICOS-OTORRINOLARINGOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"818";"1";"1";"PEDIATRÍA";"¿Buscas profesional médico en Pediatría? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación. 
La pediatría es la especialidad médica que estudia al niño y sus enfermedades. Cronológicamente, la pediatría abarca desde el nacimiento hasta la adolescencia. Dentro de ella se distinguen varios periodos: recién nacido (0-7 días), neonato (7-29 días), lactante (lactante menor 1-12 meses de vida, lactante mayor 1-2 años), preescolar (2-5 años), escolar (5-10 años), pre-adolescente (10-12 años) y adolescente (12-18 años).";"pediatria";"MÉDICOS-PEDIATRÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"819";"1";"1";"PROCTOLOGÍA";"¿Buscas profesional médico en Proctología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es la especialidad de la medicina derivada de la cirugía general que brinda diagnóstico y tratamiento quirúrgico y no quirúrgico de las enfermedades del colon, recto y ano. En algunos países también se le conoce como Cirugía Colorrectal o Cirugía de Colon, Recto y Ano. El espectro del ejercicio de la coloproctología incluye el manejo de ostomías, colonoscopias, cirugía laparoscopia, manometría anal, disfunción del piso pélvico y la defecografía, entre otros.
Fuente: https://es.wikipedia.org/wiki/Proctologia";"proctologia";"MÉDICOS-PROCTOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"820";"1";"1";"PSIQUIATRÍA";"¿Buscas profesional médico en Psiquatría? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es la rama de la medicina dedicada al estudio de los trastornos mentales con el objetivo de prevenir, evaluar, diagnosticar, tratar y rehabilitar a las personas con trastornos mentales y asegurar la autonomía y la adaptación del individuo a las condiciones de su existencia.
Fuente: https://es.wikipedia.org/wiki/Psiquiatr%C3%ADa";"psiquiatria";"MÉDICOS-PSIQUIATRÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"821";"1";"1";"REUMATOLOGÍA";"¿Buscas profesional médico en Reumatología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es una especialidad médica, rama de la medicina interna y la pediatria, dedicada a los trastornos clínicos (no los quirúrgicos) del aparato locomotor y del tejido conectivo, que abarca un gran número de entidades clínicas conocidas en conjunto como enfermedades reumáticas, a las que se suman un gran grupo de enfermedades de afectación sistémica: las conectivopatías.
Los reumatólogos (especialistas en reumatología) tratan principalmente a los pacientes con entidades clínicas de afectación localizada que dañan generalmente las articulaciones, huesos, músculos, tendones y fascias, etc., e incluso enfermedades con expresión sistémica.
Fuente: https://es.wikipedia.org/wiki/Reumatolog%C3%ADa";"reumatologia";"MÉDICOS-REUMATOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"822";"1";"1";"SEXOLOGÍA";"¿Buscas profesional médico en Sexología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La sexología es el estudio sistemático de la sexualidad humana y de las cuestiones que se relacionan con ella. Es el estudio de la vida sexual humana desde un punto de vista fisiológico, social y psicológico, en el cual participan un gran número de disciplinas y especialidades médicas y humanísticas, abarcando así todos los aspectos de la sexualidad.
Fuente: https://es.wikipedia.org/wiki/Sexolog%C3%ADa";"sexologia";"MÉDICOS-SEXOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"823";"1";"1";"TERAPIA INTENSIVA";"¿Buscas profesional médico en Terapia Intensiva? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina intensiva es una especialidad médica dedicada al suministro de soporte vital o de soporte a los sistemas orgánicos en los pacientes que están críticamente enfermos, quienes generalmente también requieren supervisión y monitorización intensiva.
Los pacientes que requieren cuidados intensivos, por lo general también necesitan soporte para la inestabilidad hemodinámica (hipotensión o hipertensión), para las vías aéreas o el compromiso respiratorio o el fracaso renal, y a menudo los tres. Los pacientes admitidos en las unidades de cuidados intensivos (UCI), también llamadas unidades de vigilancia intensiva (UVI), que no requieren soporte para lo antedicho, generalmente son admitidos para la supervisión intensiva/invasora, habitualmente después de cirugía mayor.
Fuente: https://es.wikipedia.org/wiki/Medicina_intensiva";"terapia-intensiva";"MÉDICOS-TERAPIA INTENSIVA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"824";"1";"1";"TRAUMATOLOGÍA";"¿Buscas profesional médico en Traumatología? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
Es la parte de la medicina que se dedica al estudio de las lesiones del aparato locomotor. La traumatología se ocupa de las lesiones traumáticas de columna y extremidades que afectan a:
- huesos: fracturas, epifisiólisis, etc
- ligamentos y articulaciones: esguinces, luxaciones, artritis traumáticas, etc
- músculos y tendones: roturas fibrilares, hematomas, contusiones, tendinitis, etc
- piel: heridas, etc
Fuente: https://es.wikipedia.org/wiki/Traumatologia";"traumatologia";"MÉDICOS-TRAUMATOLOGÍA";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
