id_order_cart_rule;id_order;id_cart_rule;id_order_invoice;name;value;value_tax_excl;free_shipping;
"354";"770";"17086";"680";"Descuento Empleados Farmalisto";"9043.02";"9043.02";"0";
"355";"771";"10281";"679";"Apoyo Salud";"10125.00";"10125.00";"0";
"356";"772";"110666";"681";"DIASALUD";"12920.00";"12920.00";"0";
"357";"774";"17995";"683";"Apoyo Salud";"1105.00";"1105.00";"0";
"358";"775";"25380";"684";"Apoyo Salud";"1370.00";"1370.00";"0";
"359";"777";"24984";"686";"Apoyo Salud";"705.00";"705.00";"0";
"360";"778";"110655";"687";"Apoyo Salud";"620.00";"620.00";"0";
"361";"780";"110666";"689";"DIASALUD";"46076.90";"46076.90";"0";
"362";"781";"110666";"0";"DIASALUD";"26982.76";"26982.76";"0";
"363";"782";"25582";"690";"Apoyo Salud";"6741.38";"6741.38";"0";
"364";"783";"14084";"691";"Apoyo Salud";"6952.50";"6952.50";"0";
"365";"784";"17181";"692";"Apoyo Salud";"4335.00";"4335.00";"0";
"366";"785";"25781";"693";"Apoyo Salud";"3084.05";"3084.05";"0";
"367";"787";"20585";"695";"Apoyo Salud";"3950.00";"3950.00";"0";
"368";"788";"26185";"696";"Apoyo Salud";"5840.00";"5840.00";"0";
"369";"789";"25182";"697";"Apoyo Salud";"285.00";"285.00";"0";
"370";"790";"27189";"698";"Apoyo Salud";"220.00";"220.00";"0";
"371";"793";"52134";"701";"Apoyo Salud";"6340.00";"6340.00";"0";
"372";"802";"17086";"710";"Descuento Empleados Farmalisto";"6350.00";"6350.00";"0";
"373";"803";"27580";"711";"Apoyo Salud";"2815.00";"2815.00";"0";
"374";"805";"13284";"713";"Apoyo Salud";"6284.48";"6284.48";"0";
"375";"806";"17086";"714";"Descuento Empleados Farmalisto";"13810.00";"13810.00";"0";
"376";"807";"10283";"715";"Apoyo Salud";"3855.00";"3855.00";"0";
"377";"808";"17086";"716";"Descuento Empleados Farmalisto";"12340.00";"12340.00";"0";
"378";"809";"27982";"717";"Apoyo Salud";"2000.00";"2000.00";"0";
"379";"810";"110668";"718";"Descuento 10%";"9880.00";"9880.00";"0";
"380";"814";"28180";"722";"Apoyo Salud";"4320.00";"4320.00";"0";
"381";"816";"110669";"724";"Descuento 10%";"6703.45";"6703.45";"0";
"382";"817";"28380";"725";"Apoyo Salud";"1540.00";"1540.00";"0";
"383";"818";"28580";"726";"Apoyo Salud";"2140.00";"2140.00";"0";
"384";"819";"110668";"727";"Descuento 10%";"603.45";"603.45";"0";
"385";"820";"28380";"728";"Apoyo Salud";"1935.00";"1935.00";"0";
"386";"825";"28780";"733";"Apoyo Salud";"2050.00";"2050.00";"0";
"387";"827";"28383";"735";"Apoyo Salud";"1935.00";"1935.00";"0";
"388";"830";"28983";"738";"Apoyo Salud";"6300.00";"6300.00";"0";
"389";"831";"28983";"739";"Apoyo Salud";"1365.00";"1365.00";"0";
"390";"832";"29181";"740";"Apoyo Salud";"5465.00";"5465.00";"0";
"391";"839";"29380";"745";"Apoyo Salud";"3000.00";"3000.00";"0";
"392";"840";"28380";"746";"Apoyo Salud";"1920.00";"1920.00";"0";
"393";"848";"28382";"753";"Apoyo Salud";"1935.00";"1935.00";"0";
"394";"851";"29580";"756";"Apoyo Salud";"4525.00";"4525.00";"0";
"395";"852";"28380";"757";"Apoyo Salud";"2395.00";"2395.00";"0";
"396";"854";"28380";"759";"Apoyo Salud";"2395.00";"2395.00";"0";
"397";"856";"28380";"761";"Apoyo Salud";"1810.35";"1810.35";"0";
"398";"865";"13688";"769";"Apoyo Salud";"4910.00";"4910.00";"0";
"399";"866";"28380";"770";"Apoyo Salud";"2395.00";"2395.00";"0";
"400";"867";"28380";"771";"Apoyo Salud";"2760.00";"2760.00";"0";
"401";"868";"27582";"772";"Apoyo Salud";"3075.00";"3075.00";"0";
"402";"872";"13685";"775";"Apoyo Salud";"4655.00";"4655.00";"0";
"403";"873";"17086";"776";"Descuento Empleados Farmalisto";"3745.35";"3745.35";"0";
"404";"874";"13690";"777";"Apoyo Salud";"2865.00";"2865.00";"0";
"405";"875";"29780";"778";"Apoyo Salud";"4035.00";"4035.00";"0";
"406";"876";"17086";"779";"Descuento Empleados Farmalisto";"702.59";"702.59";"0";
"407";"878";"28380";"781";"Apoyo Salud";"1935.00";"1935.00";"0";
"408";"883";"25380";"786";"Apoyo Salud";"4300.00";"4300.00";"0";
"409";"884";"17086";"787";"Descuento Empleados Farmalisto";"2615.00";"2615.00";"0";
"410";"885";"17086";"788";"Descuento Empleados Farmalisto";"3040.00";"3040.00";"0";
"411";"889";"29983";"792";"Apoyo Salud";"9418.62";"9418.62";"0";
"412";"890";"28380";"793";"Apoyo Salud";"2395.00";"2395.00";"0";
"413";"891";"27980";"794";"Apoyo Salud";"8277.93";"8277.93";"0";
"414";"895";"25783";"798";"Apoyo Salud";"2545.00";"2545.00";"0";
"415";"896";"30183";"799";"Apoyo Salud";"5375.00";"5375.00";"0";
"416";"897";"110663";"800";"Apoyo Salud";"19187.50";"19187.50";"0";
"417";"901";"17086";"803";"Descuento Empleados Farmalisto";"34100.00";"34100.00";"0";
"418";"901";"17167";"803";"Boletín Farmalisto";"34100.00";"34100.00";"0";
"419";"903";"28380";"805";"Apoyo Salud";"1935.00";"1935.00";"0";
"420";"904";"30380";"806";"Apoyo Salud";"7900.00";"7900.00";"0";
"421";"905";"23581";"807";"Apoyo Salud";"5309.31";"5309.31";"0";
"422";"906";"30580";"808";"Apoyo Salud";"1555.00";"1555.00";"0";
"423";"908";"28380";"810";"Apoyo Salud";"4790.00";"4790.00";"0";
"424";"913";"28385";"815";"Apoyo Salud";"1935.00";"1935.00";"0";
"425";"918";"25780";"819";"Apoyo Salud";"15450.00";"15450.00";"0";
"426";"919";"25780";"820";"Apoyo Salud";"11605.00";"11605.00";"0";
"427";"921";"17151";"821";"Apoyo Salud";"8620.00";"8620.00";"0";
"428";"924";"17086";"824";"Descuento Empleados Farmalisto";"2737.07";"2737.07";"0";
"429";"928";"14084";"827";"Apoyo Salud";"6840.00";"6840.00";"0";
"430";"931";"51979";"829";"Apoyo Salud";"2390.00";"2390.00";"0";
"431";"932";"28380";"830";"Apoyo Salud";"2395.00";"2395.00";"0";
"432";"940";"14352";"838";"Apoyo Salud";"3981.55";"3981.55";"0";
"433";"941";"17148";"839";"Apoyo Salud";"7435.00";"7435.00";"0";
"434";"942";"51983";"840";"Apoyo Salud";"1580.00";"1580.00";"0";
"435";"943";"25780";"841";"Apoyo Salud";"13800.00";"13800.00";"0";
"436";"946";"17158";"844";"Apoyo Salud";"26356.90";"26356.90";"0";
"437";"949";"21584";"847";"Apoyo Salud";"5160.00";"5160.00";"0";
"438";"952";"10881";"850";"Apoyo Salud";"1940.00";"1940.00";"0";
"439";"953";"62140";"851";"Apoyo Salud";"4610.00";"4610.00";"0";
"440";"960";"17147";"857";"Apoyo salud";"8590.00";"8590.00";"0";
"441";"961";"18202";"858";"Apoyo Salud";"1132.50";"1132.50";"0";
"442";"962";"52140";"859";"Apoyo Salud";"4105.00";"4105.00";"0";
"443";"964";"25780";"861";"Apoyo Salud";"3155.00";"3155.00";"0";
"444";"968";"20585";"866";"Apoyo Salud";"3950.00";"3950.00";"0";
"445";"970";"85560";"868";"Apoyo Salud";"18775.86";"18775.86";"0";
"446";"973";"28381";"871";"Apoyo Salud";"6643.35";"6643.35";"0";
"447";"977";"17150";"875";"Apoyo salud";"92559.31";"92559.31";"0";
"448";"978";"18199";"876";"Apoyo Salud";"1660.00";"1660.00";"0";
"449";"979";"28381";"877";"Apoyo Salud";"8380.00";"8380.00";"0";
"450";"980";"130628";"878";"Apoyo Salud";"3210.00";"3210.00";"0";
"451";"981";"28380";"879";"Apoyo Salud";"2395.00";"2395.00";"0";
"452";"982";"28380";"880";"Apoyo Salud";"6643.35";"6643.35";"0";
"453";"983";"28381";"881";"Apoyo Salud";"3595.00";"3595.00";"0";
"454";"984";"17148";"882";"Apoyo Salud";"9950.00";"9950.00";"0";
"455";"985";"90161";"883";"Apoyo Salud";"380.00";"380.00";"0";
"456";"987";"132170";"885";"Apoyo Salud";"2800.00";"2800.00";"0";
"457";"988";"110657";"886";"Apoyo Salud";"3950.00";"3950.00";"0";
"458";"989";"158744";"887";"Apoyo salud";"4710.00";"4710.00";"0";
"459";"990";"27580";"888";"Apoyo Salud";"1660.00";"1660.00";"0";
"460";"991";"20588";"889";"Apoyo Salud";"3465.00";"3465.00";"0";
"461";"994";"28380";"892";"Apoyo Salud";"2760.00";"2760.00";"0";
"462";"996";"28380";"894";"Apoyo Salud";"2395.00";"2395.00";"0";
"463";"998";"28380";"896";"Apoyo Salud";"2305.00";"2305.00";"0";
"464";"999";"17997";"897";"Apoyo Salud";"2635.00";"2635.00";"0";
"465";"1001";"10883";"899";"Apoyo Salud";"1940.00";"1940.00";"0";
"466";"1003";"17167";"901";"Boletín Farmalisto";"31265.00";"31265.00";"0";
"467";"1004";"112439";"902";"Apoyo Salud";"2560.00";"2560.00";"0";
"468";"1005";"20587";"903";"Apoyo Salud";"1020.00";"1020.00";"0";
"469";"1006";"27980";"904";"Apoyo Salud";"2305.00";"2305.00";"0";
"470";"1013";"114555";"910";"Apoyo Salud";"8855.00";"8855.00";"0";
"471";"1014";"114555";"911";"Apoyo Salud";"12400.00";"12400.00";"0";
"472";"1015";"20586";"912";"Apoyo Salud";"2590.00";"2590.00";"0";
"473";"1016";"29381";"913";"Apoyo Salud";"4765.00";"4765.00";"0";
"474";"1018";"17086";"915";"Descuento Empleados Farmalisto";"300.00";"300.00";"0";
"475";"1020";"24984";"917";"Apoyo Salud";"1450.00";"1450.00";"0";
"476";"1027";"28384";"924";"Apoyo Salud";"2395.00";"2395.00";"0";
"477";"1029";"17167";"926";"Boletín Farmalisto";"3100.00";"3100.00";"0";
"478";"1030";"17086";"927";"Descuento Empleados Farmalisto";"4930.00";"4930.00";"0";
"479";"1031";"29783";"928";"Apoyo Salud";"5500.00";"5500.00";"0";
"480";"1032";"17086";"0";"Descuento Empleados Farmalisto";"2353.45";"2353.45";"0";
"481";"1033";"29380";"929";"Apoyo Salud";"3000.00";"3000.00";"0";
"482";"1034";"17193";"930";"Apoyo Salud";"2805.00";"2805.00";"0";
"483";"1038";"13688";"934";"Apoyo Salud";"3995.00";"3995.00";"0";
"484";"1039";"26183";"935";"Apoyo Salud";"1935.00";"1935.00";"0";
"485";"1040";"114555";"936";"Apoyo Salud";"5090.00";"5090.00";"0";
"486";"1041";"29982";"937";"Apoyo Salud";"18876.03";"18876.03";"0";
"487";"1042";"78162";"938";"Apoyo Salud";"2110.00";"2110.00";"0";
"488";"1043";"28380";"939";"Apoyo Salud";"4833.00";"4833.00";"0";
"489";"1047";"28380";"940";"Apoyo Salud";"2898.00";"2898.00";"0";
"490";"1048";"118222";"941";"Apoyo Salud";"2860.00";"2860.00";"0";
"491";"1049";"118222";"942";"Apoyo Salud";"2860.00";"2860.00";"0";
"492";"1051";"20585";"944";"Apoyo Salud";"1060.00";"1060.00";"0";
"493";"1053";"17086";"946";"Descuento Empleados Farmalisto";"2073.28";"2073.28";"0";
"494";"1055";"28384";"948";"Apoyo Salud";"6440.35";"6440.35";"0";
"495";"1058";"28381";"951";"Apoyo Salud";"2195.00";"2195.00";"0";
"496";"1059";"30380";"952";"Apoyo Salud";"3555.00";"3555.00";"0";
"497";"1060";"20584";"953";"Apoyo Salud";"5010.00";"5010.00";"0";
"498";"1061";"21783";"954";"Apoyo Salud";"6300.00";"6300.00";"0";
"499";"1062";"17193";"955";"Apoyo Salud";"1510.00";"1510.00";"0";
"500";"1063";"28380";"956";"Apoyo Salud";"3595.00";"3595.00";"0";
"501";"1065";"110663";"957";"Apoyo Salud";"9100.00";"9100.00";"0";
"502";"1067";"17193";"960";"Apoyo Salud";"3950.00";"3950.00";"0";
"503";"1068";"26180";"961";"Apoyo Salud";"7710.00";"7710.00";"0";
"504";"1069";"82362";"962";"Apoyo Salud";"6855.00";"6855.00";"0";
"505";"1070";"15288";"963";"Apoyo Salud";"1498.62";"1498.62";"0";
"506";"1075";"20588";"968";"Apoyo Salud";"4210.00";"4210.00";"0";
"507";"1076";"20586";"969";"Apoyo Salud";"2325.00";"2325.00";"0";
"508";"1077";"133991";"970";"Apoyo Salud";"19187.50";"19187.50";"0";
"509";"1078";"112439";"971";"Apoyo Salud";"7790.00";"7790.00";"0";
"510";"1079";"93958";"972";"Apoyo Salud";"7290.00";"7290.00";"0";
"511";"1082";"87756";"975";"Apoyo Salud";"9115.00";"9115.00";"0";
"512";"1084";"17193";"977";"Apoyo Salud";"2055.00";"2055.00";"0";
"513";"1089";"133991";"981";"Apoyo Salud";"3755.00";"3755.00";"0";
"514";"1091";"21783";"982";"Apoyo Salud";"2810.00";"2810.00";"0";
"515";"1092";"30583";"983";"Apoyo Salud";"5790.00";"5790.00";"0";
"516";"1101";"116159";"992";"Apoyo Salud";"3289.66";"3289.66";"0";
"517";"1102";"17167";"993";"Boletín Farmalisto";"4940.00";"4940.00";"0";
"518";"1104";"17167";"995";"Boletín Farmalisto";"3000.00";"3000.00";"0";
"519";"1107";"144180";"997";"Apoyo Salud";"2760.00";"2760.00";"0";
"520";"1110";"114555";"1000";"Apoyo Salud";"1960.00";"1960.00";"0";
"521";"1121";"114555";"1008";"Apoyo Salud";"2075.00";"2075.00";"0";
"522";"1122";"28585";"1009";"Apoyo Salud";"2090.00";"2090.00";"0";
"523";"1123";"28581";"1010";"Apoyo Salud";"1045.00";"1045.00";"0";
"524";"1124";"158746";"1012";"Envio Gratis";"1000.00";"1000.00";"1";
"525";"1125";"114026";"1013";"Apoyo Salud";"1940.00";"1940.00";"0";
"526";"1126";"112439";"1014";"Apoyo Salud";"2835.00";"2835.00";"0";
"527";"1127";"158746";"1015";"Envio Gratis";"1000.00";"1000.00";"1";
"528";"1128";"87560";"1016";"Apoyo Salud";"2645.00";"2645.00";"0";
"529";"1129";"20584";"1017";"Apoyo Salud";"4265.00";"4265.00";"0";
"530";"1131";"17179";"1019";"Apoyo Salud";"6525.00";"6525.00";"0";
"531";"1132";"27980";"1020";"Apoyo Salud";"6260.35";"6260.35";"0";
"532";"1133";"158746";"1021";"Envio Gratis";"1000.00";"1000.00";"1";
"533";"1134";"158746";"1022";"Envio Gratis";"1000.00";"1000.00";"0";
"534";"1139";"28380";"1027";"Apoyo Salud";"4708.35";"4708.35";"0";
"535";"1140";"129680";"1028";"Apoyo Salud";"12995.00";"12995.00";"0";
"536";"1141";"131651";"1029";"Apoyo Salud";"915.00";"915.00";"0";
"537";"1142";"17086";"1030";"Descuento Empleados Farmalisto";"4740.00";"4740.00";"0";
"538";"1143";"17086";"1031";"Descuento Empleados Farmalisto";"4390.00";"4390.00";"0";
"539";"1145";"158747";"1033";"Envio Gratis";"862.07";"862.07";"0";
"540";"1147";"121522";"1035";"Apoyo Salud";"1940.00";"1940.00";"0";
"541";"1148";"17086";"1036";"Descuento Empleados Farmalisto";"1780.00";"1780.00";"0";
"542";"1149";"28380";"1037";"Apoyo Salud";"2395.00";"2395.00";"0";
"543";"1150";"30580";"1038";"Apoyo Salud";"2970.00";"2970.00";"0";
"544";"1151";"27580";"1039";"Apoyo Salud";"2960.00";"2960.00";"0";
"545";"1154";"27985";"1042";"Apoyo Salud";"3365.00";"3365.00";"0";
"546";"1155";"112439";"1043";"Apoyo Salud";"5585.00";"5585.00";"0";
"547";"1156";"17167";"1044";"Boletín Farmalisto";"4775.00";"4775.00";"0";
"548";"1160";"158747";"1048";"Envio Gratis";"1000.00";"1000.00";"0";
"549";"1166";"119078";"1053";"Apoyo Salud";"2495.00";"2495.00";"0";
"550";"1169";"114555";"1055";"Apoyo Salud";"10380.00";"10380.00";"0";
"551";"1170";"114555";"1056";"Apoyo Salud";"2900.00";"2900.00";"0";
"552";"1171";"28380";"1057";"Apoyo Salud";"2095.00";"2095.00";"0";
"553";"1175";"158746";"1059";"Envio Gratis";"5000.00";"5000.00";"1";
"554";"1177";"17193";"1060";"Apoyo Salud";"1690.00";"1690.00";"0";
"555";"1178";"158747";"1061";"Envio Gratis";"1000.00";"1000.00";"0";
"556";"1179";"17193";"1062";"Apoyo Salud";"1830.00";"1830.00";"0";
"557";"1181";"28380";"1064";"Apoyo Salud";"1480.00";"1480.00";"0";
"558";"1182";"30780";"1065";"Apoyo Salud";"3280.00";"3280.00";"0";
"559";"1184";"28383";"1067";"Apoyo Salud";"2115.00";"2115.00";"0";
"560";"1185";"27980";"1068";"Apoyo Salud";"4630.00";"4630.00";"0";
"561";"1188";"133991";"1069";"Apoyo Salud";"25075.00";"25075.00";"0";
"994";"2080";"110670";"1895";"Cupón Fuerza de Ventas";"3920.00";"3920.00";"0";
"563";"1190";"121906";"1071";"Apoyo Salud";"1775.00";"1775.00";"0";
"564";"1192";"27982";"1073";"Apoyo Salud";"7327.50";"7327.50";"0";
"565";"1194";"20585";"1075";"Apoyo Salud";"3482.50";"3482.50";"0";
"566";"1196";"25580";"1077";"Apoyo Salud";"3105.00";"3105.00";"0";
"567";"1197";"20585";"1078";"Apoyo Salud";"3482.50";"3482.50";"0";
"568";"1200";"59374";"1081";"Apoyo Salud";"1950.00";"1950.00";"0";
"569";"1201";"113423";"1082";"Apoyo Salud";"6860.00";"6860.00";"0";
"570";"1202";"28383";"1083";"Apoyo Salud";"1480.00";"1480.00";"0";
"571";"1205";"113423";"1086";"Apoyo Salud";"6860.00";"6860.00";"0";
"572";"1206";"17397";"1087";"Apoyo Salud";"7387.41";"7387.41";"0";
"573";"1208";"114555";"1089";"Apoyo Salud";"12330.00";"12330.00";"0";
"574";"1210";"17086";"1091";"Descuento Empleados Farmalisto";"250.00";"250.00";"0";
"575";"1211";"17193";"1092";"Apoyo Salud";"3482.50";"3482.50";"0";
"576";"1213";"17193";"1094";"Apoyo Salud";"3915.00";"3915.00";"0";
"577";"1214";"30580";"1095";"Apoyo Salud";"3240.00";"3240.00";"0";
"578";"1219";"17086";"1099";"Descuento Empleados Farmalisto";"160.00";"160.00";"0";
"579";"1221";"60571";"1101";"Apoyo Salud";"5275.00";"5275.00";"0";
"580";"1222";"60574";"1102";"Apoyo Salud";"5275.00";"5275.00";"0";
"581";"1223";"110692";"1103";"Descuento 5%";"3658.10";"3658.10";"0";
"582";"1224";"114555";"1104";"Apoyo Salud";"4470.00";"4470.00";"0";
"583";"1227";"30980";"1107";"Apoyo Salud";"2770.00";"2770.00";"0";
"584";"1234";"17086";"1112";"Descuento Empleados Farmalisto";"5325.00";"5325.00";"0";
"585";"1238";"17167";"1115";"Boletín Farmalisto";"5475.00";"5475.00";"0";
"586";"1242";"114555";"1119";"Apoyo Salud";"5020.00";"5020.00";"0";
"587";"1245";"158086";"0";"Apoyo Salud";"5020.00";"5020.00";"0";
"588";"1246";"144180";"1121";"Apoyo Salud";"2095.00";"2095.00";"0";
"589";"1248";"29580";"1123";"Apoyo Salud";"2130.00";"2130.00";"0";
"590";"1250";"112175";"1125";"Apoyo Salud";"3289.66";"3289.66";"0";
"591";"1252";"17167";"1126";"Boletín Farmalisto";"1985.00";"1985.00";"0";
"592";"1254";"20585";"1128";"Apoyo Salud";"2135.00";"2135.00";"0";
"593";"1255";"17167";"1129";"Boletín Farmalisto";"2925.00";"2925.00";"0";
"594";"1256";"18196";"1130";"Apoyo Salud";"3010.00";"3010.00";"0";
"595";"1257";"25184";"1131";"Apoyo Salud";"3422.41";"3422.41";"0";
"596";"1258";"20584";"1132";"Apoyo Salud";"3490.00";"3490.00";"0";
"597";"1259";"114555";"1133";"Apoyo Salud";"4830.00";"4830.00";"0";
"598";"1262";"87756";"1136";"Apoyo Salud";"9735.00";"9735.00";"0";
"599";"1263";"28380";"1137";"Apoyo Salud";"2350.00";"2350.00";"0";
"600";"1264";"87756";"1138";"Apoyo Salud";"9285.00";"9285.00";"0";
"601";"1265";"25185";"1139";"Apoyo Salud";"5255.00";"5255.00";"0";
"602";"1267";"82362";"1141";"Apoyo Salud";"4030.00";"4030.00";"0";
"603";"1268";"17086";"1142";"Descuento Empleados Farmalisto";"265.00";"265.00";"0";
"604";"1273";"17167";"1147";"Boletín Farmalisto";"1465.00";"1465.00";"0";
"605";"1274";"114555";"1148";"Apoyo Salud";"19105.00";"19105.00";"0";
"606";"1275";"112439";"1149";"Apoyo Salud";"5310.00";"5310.00";"0";
"607";"1276";"17167";"1150";"Boletín Farmalisto";"29460.00";"29460.00";"0";
"608";"1277";"112439";"1151";"Apoyo Salud";"3750.00";"3750.00";"0";
"609";"1278";"112439";"1152";"Apoyo Salud";"11735.00";"11735.00";"0";
"610";"1281";"28388";"1155";"Apoyo Salud";"1615.00";"1615.00";"0";
"611";"1282";"114026";"1156";"Apoyo Salud";"2015.00";"2015.00";"0";
"612";"1283";"112439";"1157";"Apoyo Salud";"13395.00";"13395.00";"0";
"613";"1286";"114026";"1159";"Apoyo Salud";"2015.00";"2015.00";"0";
"614";"1287";"20587";"1160";"Apoyo Salud";"3490.00";"3490.00";"0";
"615";"1288";"17193";"1161";"Apoyo Salud";"3490.00";"3490.00";"0";
"616";"1290";"117077";"1163";"Apoyo Salud";"1145.00";"1145.00";"0";
"617";"1291";"117077";"1164";"Apoyo Salud";"5825.00";"5825.00";"0";
"618";"1292";"20585";"1165";"Apoyo Salud";"7080.00";"7080.00";"0";
"619";"1293";"123542";"1166";"Apoyo Salud";"2422.41";"2422.41";"0";
"620";"1296";"31180";"1168";"Apoyo Salud";"7099.70";"7099.70";"0";
"621";"1298";"17086";"1170";"Descuento Empleados Farmalisto";"1240.00";"1240.00";"0";
"622";"1301";"17167";"1173";"Boletín Farmalisto";"6560.00";"6560.00";"0";
"623";"1302";"31380";"1174";"Apoyo Salud";"2140.00";"2140.00";"0";
"624";"1305";"26180";"1177";"Apoyo Salud";"3240.00";"3240.00";"0";
"625";"1308";"112439";"1179";"Apoyo Salud";"7500.00";"7500.00";"0";
"626";"1311";"112439";"1182";"Apoyo Salud";"8030.00";"8030.00";"0";
"627";"1312";"114555";"1183";"Apoyo Salud";"5350.00";"5350.00";"0";
"628";"1313";"112439";"1184";"Apoyo Salud";"3750.00";"3750.00";"0";
"629";"1314";"114295";"1185";"Apoyo Salud";"5370.00";"5370.00";"0";
"630";"1315";"17086";"1186";"Descuento Empleados Farmalisto";"2515.00";"2515.00";"0";
"631";"1317";"17086";"1188";"Descuento Empleados Farmalisto";"2675.00";"2675.00";"0";
"632";"1318";"119078";"1189";"Apoyo Salud";"3595.00";"3595.00";"0";
"633";"1319";"17086";"1190";"Descuento Empleados Farmalisto";"4235.00";"4235.00";"0";
"634";"1323";"123952";"1194";"Apoyo Salud";"4025.00";"4025.00";"0";
"635";"1327";"114555";"1196";"Apoyo Salud";"10920.00";"10920.00";"0";
"636";"1329";"17086";"1198";"Descuento Empleados Farmalisto";"982.50";"982.50";"0";
"637";"1330";"17086";"1199";"Descuento Empleados Farmalisto";"667.50";"667.50";"0";
"638";"1331";"131651";"1200";"Apoyo Salud";"2550.00";"2550.00";"0";
"639";"1332";"29381";"1201";"Apoyo Salud";"1910.00";"1910.00";"0";
"640";"1333";"112439";"1202";"Apoyo Salud";"7260.00";"7260.00";"0";
"641";"1336";"17193";"1205";"Apoyo Salud";"4635.00";"4635.00";"0";
"642";"1342";"17167";"1209";"Boletín Farmalisto";"4130.00";"4130.00";"0";
"643";"1343";"16485";"1210";"Apoyo Salud";"2620.00";"2620.00";"0";
"644";"1346";"114026";"1212";"Apoyo Salud";"4030.00";"4030.00";"0";
"645";"1347";"29983";"1213";"Apoyo Salud";"9845.00";"9845.00";"0";
"646";"1348";"31582";"1214";"Apoyo Salud";"3142.20";"3142.20";"0";
"647";"1349";"112439";"1215";"Apoyo Salud";"7770.00";"7770.00";"0";
"648";"1352";"20586";"1218";"Apoyo Salud";"1285.00";"1285.00";"0";
"649";"1356";"17086";"1222";"Descuento Empleados Farmalisto";"2258.55";"2258.55";"0";
"650";"1357";"20584";"1223";"Apoyo Salud";"3490.00";"3490.00";"0";
"651";"1359";"17086";"1225";"Descuento Empleados Farmalisto";"1603.45";"1603.45";"0";
"652";"1360";"25784";"1226";"Apoyo Salud";"8155.00";"8155.00";"0";
"653";"1364";"119510";"1230";"Apoyo Salud";"1875.00";"1875.00";"0";
"654";"1370";"17086";"1236";"Descuento Empleados Farmalisto";"1579.66";"1579.66";"0";
"655";"1371";"17086";"1237";"Descuento Empleados Farmalisto";"237.07";"237.07";"0";
"656";"1373";"17167";"1239";"Boletín Farmalisto";"14295.00";"14295.00";"0";
"657";"1375";"142610";"1241";"Apoyo Salud";"6300.00";"6300.00";"0";
"658";"1376";"142610";"1242";"Apoyo Salud";"6300.00";"6300.00";"0";
"659";"1377";"17086";"1243";"Descuento Empleados Farmalisto";"4892.24";"4892.24";"0";
"660";"1378";"17167";"1244";"Boletín Farmalisto";"2607.76";"2607.76";"0";
"661";"1379";"112439";"1245";"Apoyo Salud";"4280.00";"4280.00";"0";
"662";"1380";"142610";"1246";"Apoyo Salud";"8095.00";"8095.00";"0";
"663";"1381";"28381";"1247";"Apoyo Salud";"1810.35";"1810.35";"0";
"664";"1382";"27980";"1248";"Apoyo Salud";"11595.00";"11595.00";"0";
"665";"1384";"123952";"1250";"Apoyo Salud";"8050.00";"8050.00";"0";
"666";"1389";"17167";"1254";"Boletín Farmalisto";"2390.00";"2390.00";"0";
"667";"1390";"110770";"1255";"Apoyo Salud";"3962.24";"3962.24";"0";
"668";"1391";"117077";"1256";"Apoyo Salud";"1465.00";"1465.00";"0";
"669";"1396";"142956";"1259";"Apoyo Salud";"2655.00";"2655.00";"0";
"670";"1397";"142956";"1260";"Apoyo Salud";"1540.00";"1540.00";"0";
"671";"1399";"133991";"1261";"Apoyo Salud";"37660.00";"37660.00";"0";
"672";"1400";"17167";"1262";"Boletín Farmalisto";"4745.00";"4745.00";"0";
"673";"1404";"17167";"1264";"Boletín Farmalisto";"7775.00";"7775.00";"0";
"674";"1412";"17167";"1270";"Boletín Farmalisto";"3150.00";"3150.00";"0";
"675";"1414";"112439";"1272";"Apoyo Salud";"1950.00";"1950.00";"0";
"676";"1415";"17086";"1273";"Descuento Empleados Farmalisto";"1610.00";"1610.00";"0";
"677";"1417";"112439";"1276";"Apoyo Salud";"305.00";"305.00";"0";
"678";"1418";"112439";"1275";"Apoyo Salud";"305.00";"305.00";"0";
"679";"1421";"112439";"1279";"Apoyo Salud";"2690.00";"2690.00";"0";
"680";"1423";"113593";"1281";"Apoyo Salud";"4535.00";"4535.00";"0";
"681";"1425";"26181";"1283";"Apoyo Salud";"2012.93";"2012.93";"0";
"682";"1427";"17167";"1285";"Boletín Farmalisto";"905.17";"905.17";"0";
"683";"1428";"112439";"1286";"Apoyo Salud";"3800.52";"3800.52";"0";
"684";"1431";"114555";"1290";"Apoyo Salud";"9425.00";"9425.00";"0";
"685";"1432";"114555";"1291";"Apoyo Salud";"10445.00";"10445.00";"0";
"686";"1435";"28980";"1293";"Apoyo Salud";"2086.21";"2086.21";"0";
"687";"1436";"114555";"1294";"Apoyo Salud";"4285.00";"4285.00";"0";
"688";"1437";"17167";"1295";"Boletín Farmalisto";"8371.21";"8371.21";"0";
"689";"1439";"17086";"1298";"Descuento Empleados Farmalisto";"1785.00";"1785.00";"0";
"690";"1440";"17086";"1299";"Descuento Empleados Farmalisto";"835.00";"835.00";"0";
"691";"1445";"17167";"1304";"Boletín Farmalisto";"3800.00";"3800.00";"0";
"692";"1448";"17167";"1307";"Boletín Farmalisto";"9400.00";"9400.00";"0";
"693";"1449";"28982";"1308";"Apoyo Salud";"2086.21";"2086.21";"0";
"694";"1450";"116261";"1309";"Apoyo Salud";"5125.00";"5125.00";"0";
"695";"1451";"17086";"1311";"Descuento Empleados Farmalisto";"2226.07";"2226.07";"0";
